Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,13/08/2015,Grants to NDPBs,Land Forces,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,43888,Grant in aid to the council of reserve forces and cadet associations,"Ł5,858,662.06"
Ministry of Defence,Ministry of Defence,21/08/2015,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLION CONSTRUCTION LIMITED,WV3 0SR,46969,Fees for professional services excluding legal fees,"Ł5,844,964.53"
Ministry of Defence,Ministry of Defence,13/08/2015,Development costs for military equipment,Defence Equipment + Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,2000000767,Intangible single use military equipment asset  - in year capital addition,"Ł5,740,252.31"
Ministry of Defence,Ministry of Defence,17/08/2015,Estate management,Land Forces,HOLDFAST TRAINING SERVICES LTD,ME4 4UG,45000,Estate + facilities management services - accommodation inventory + service,"Ł5,317,095.01"
Ministry of Defence,Ministry of Defence,17/08/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,LANDMARC SUPPORT SERVICES LIMITED,SP3 4RS,45034,Estate core services charge,"Ł5,069,717.53"
Ministry of Defence,Ministry of Defence,19/08/2015,Government Procurement Card,Ministry of Defence,Barclays Bank PLC,TS17 6YG,EMP11604,Monthly GPC Payment,"Ł5,016,094.30"
Ministry of Defence,Ministry of Defence,18/08/2015,Fees for professional services,Land Forces,CAPITA BUSINESS SERVICES LTD,DL1 9HN,45393,Fees for professional services excluding legal fees,"Ł4,972,179.48"
Ministry of Defence,Ministry of Defence,19/08/2015,Rental of plant and machinery,Defence Equipment + Support,BOEING DEFENCE U K LTD,BS16 1EJ,46150,Plant + machinery operating lease,"Ł4,570,868.00"
Ministry of Defence,Ministry of Defence,28/08/2015,Design services and minor equipment purchases,Defence Equipment + Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,49314,Equipment support non-project costs,"Ł4,554,824.40"
Ministry of Defence,Ministry of Defence,10/08/2015,Grants to NDPBs,DEFENCE INFRASTRUCTURE ORGANISATION,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,42681,Grant in aid to the council of reserve forces and cadet associations,"Ł4,471,819.00"
Ministry of Defence,Ministry of Defence,26/08/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY LIMITED,WV1 4HY,48276,Estate core services charge,"Ł4,469,409.89"
Ministry of Defence,Ministry of Defence,24/08/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY LIMITED,WV1 4HY,47245,Estate core services charge,"Ł3,750,258.83"
Ministry of Defence,Ministry of Defence,19/08/2015,Externally delivered education and training,Air Command,BABCOCK LAND LIMITED,BH23 6BS,46130,External military training ,"Ł3,694,241.09"
Ministry of Defence,Ministry of Defence,14/08/2015,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,KELDA WATER SERVICES (ESTATES) LIMITED,S75 3JR,44540,Property non dwellings private finance initiative - service concession arrangement service charge,"Ł3,565,808.17"
Ministry of Defence,Ministry of Defence,06/08/2015,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,KELDA WATER SERVICES (ESTATES) LIMITED,S75 3JR,41765,Property non dwellings private finance initiative - service concession arrangement service charge,"Ł3,501,562.66"
Ministry of Defence,Ministry of Defence,25/08/2015,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,SKANSKA UK PLC,WD3 9SW,48108,Fees for professional services excluding legal fees,"Ł3,229,793.80"
Ministry of Defence,Ministry of Defence,11/08/2015,Rental of plant and machinery,Defence Equipment + Support,ALC (SPC) LIMITED,OX25 2LD,42978,Plant + machinery private finance initiative - service concession arrangements service charge,"Ł2,973,976.88"
Ministry of Defence,Ministry of Defence,10/08/2015,Purchase of buildings and military equipment ,Defence Equipment + Support,AQUILA AIR TRAFFIC MANAGEMENT SERVICES LIMITED,PO15 7FL,42588,Fiscal asset under construction - capital in year addition,"Ł2,958,652.80"
Ministry of Defence,Ministry of Defence,11/08/2015,General services and support,Defence Equipment + Support,LOCKHEED MARTIN UK LIMITED,GU14 6TQ,43173,Defence equipment private finance initiative - service concession arrangement service charge,"Ł2,946,579.00"
Ministry of Defence,Ministry of Defence,03/08/2015,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLION CONSTRUCTION LIMITED,WV3 0SR,40301,Fees for professional services excluding legal fees,"Ł2,924,090.78"
Ministry of Defence,Ministry of Defence,26/08/2015,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,48296,Utilities consumed - gas,"Ł2,867,845.50"
Ministry of Defence,Ministry of Defence,07/08/2015,Design services and minor equipment purchases,Defence Equipment + Support,AGUSTAWESTLAND LIMITED,BA20 2YB,42103,Equipment support non-project costs,"Ł2,711,436.00"
Ministry of Defence,Ministry of Defence,26/08/2015,Grants to NDPBs,HO+CS,COMMONWEALTH WAR GRAVES COMMISSION,SL6 7DX,48293,Grant in aid commonwealth war graves commission,"Ł2,603,649.00"
Ministry of Defence,Ministry of Defence,05/08/2015,Medical treatment & stores and welfare services,HO+CS,THE ROYAL BRITISH LEGION,SE1 1AA,41495,Specific Grants to Charities,"Ł2,600,000.00"
Ministry of Defence,Ministry of Defence,06/08/2015,Property leases,JFC,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,SN6 8TS,41653,Property non dwellings private finance initiative - service concession arrangement service charge,"Ł2,529,311.28"
Ministry of Defence,Ministry of Defence,17/08/2015,Medical treatment & stores and welfare services,HO+CS,ROYAL AIR FORCE MUSEUM,NW9 5LL,45215,Specific Grants to Charities,"Ł2,500,000.00"
Ministry of Defence,Ministry of Defence,20/08/2015,Spend on Inventory - General,Defence Equipment + Support,3M UNITED KINGDOM PUBLIC LIMITED COMPANY,RG12 8HT,46505,Spend on Inventory - General,"Ł2,480,174.40"
Ministry of Defence,Ministry of Defence,18/08/2015,Grants to Reserves Forces and Cadets Association,DEFENCE INFRASTRUCTURE ORGANISATION,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,45418,Grants to reserve forces and cadet associations,"Ł2,383,642.36"
Ministry of Defence,Ministry of Defence,21/08/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,SODEXO LTD,M50 0AL,47095,Estate + facilities management services - accommodation inventory + service,"Ł2,363,513.07"
Ministry of Defence,Ministry of Defence,12/08/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK SUPPORT SERVICES LIMITED,BS3 2HQ,6000004539,Estate core services charge,"Ł2,141,268.92"
Ministry of Defence,Ministry of Defence,13/08/2015,Purchase of buildings and military equipment ,Defence Equipment + Support,BALFOUR BEATTY GROUP LIMITED,SW1V 1LQ,43822,Fiscal asset under construction - capital in year addition,"Ł2,121,434.60"
Ministry of Defence,Ministry of Defence,21/08/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,46982,Estate + facilities management services - accommodation inventory + service,"Ł2,101,811.24"
Ministry of Defence,Ministry of Defence,17/08/2015,Design services and minor equipment purchases,DES Bespoke Trading Entity,KPMG LLP,WD17 1DE,45031,Equipment support project costs,"Ł2,096,220.00"
Ministry of Defence,Ministry of Defence,26/08/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,ASPIRE DEFENCE LIMITED,SP9 7QD,48220,Fiscal asset under construction - capital in year addition,"Ł2,030,520.04"
Ministry of Defence,Ministry of Defence,13/08/2015,Design services and minor equipment purchases,Defence Equipment + Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,43812,Equipment support non-project costs,"Ł2,020,196.00"
Ministry of Defence,Ministry of Defence,11/08/2015,Purchase of buildings and military equipment ,Defence Equipment + Support,LOCKHEED MARTIN UK LIMITED,GU14 6TQ,2000000748,Fiscal asset under construction - capital in year addition,"Ł1,963,542.49"
Ministry of Defence,Ministry of Defence,04/08/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,ISS MEDICLEAN LIMITED,GU21 5RW,40900,Estate + facilities management services - accommodation inventory + service,"Ł1,887,050.93"
Ministry of Defence,Ministry of Defence,18/08/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,45418,Fiscal asset under construction - capital in year addition,"Ł1,741,456.56"
Ministry of Defence,Ministry of Defence,14/08/2015,Fees for professional services,HO+CS,SERVICES SOUND & VISION CORPORATION,SL9 8TN,44673,Fees for professional services excluding legal fees,"Ł1,703,166.00"
Ministry of Defence,Defence Science and Technology Laboratory,14/08/2015,Facility Management Costs,Infrastructure,SERCO LIMITED,,V - 9000166623 - 00210109,Facility Management Costs,"Ł1,693,888.60"
Ministry of Defence,Ministry of Defence,12/08/2015,Transport hire charges,Air Command,BABCOCK AEROSPACE LIMITED,BH23 6BS,43379,Transport fighting equipment operating lease,"Ł1,685,282.48"
Ministry of Defence,Ministry of Defence,27/08/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK DYNCORP LIMITED,PE28 2EA,48679,Fiscal asset under construction - capital in year addition,"Ł1,681,362.00"
Ministry of Defence,Ministry of Defence,14/08/2015,Property leases,Land Forces,DEFENCE TRAINING SERVICES LIMITED,BA2 3RH,44423,Property non dwellings private finance initiative - service concession arrangement service charge,"Ł1,678,564.50"
Ministry of Defence,Ministry of Defence,03/08/2015,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK DYNCORP LIMITED,PE28 2EA,40243,Fees for professional services excluding legal fees,"Ł1,671,135.60"
Ministry of Defence,Ministry of Defence,13/08/2015,Fees for professional services,JFC,SERCO LIMITED,RG27 9UY,44194,Fees for professional services excluding legal fees,"Ł1,650,199.47"
Ministry of Defence,Ministry of Defence,18/08/2015,Externally delivered education and training,Navy Command,BABCOCK FLAGSHIP LIMITED,BS23 6BS,45359,External military training ,"Ł1,614,145.30"
Ministry of Defence,Ministry of Defence,25/08/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,BS32 4NH,6000004896,Estate core services charge,"Ł1,577,317.66"
Ministry of Defence,Ministry of Defence,05/08/2015,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,FALCON SUPPORT SERVICES LIMITED,RG10 9JU,41229,Property dwellings private finance initiative - service concession arrangement service charge,"Ł1,531,302.09"
Ministry of Defence,Ministry of Defence,21/08/2015,Design services and minor equipment purchases,Defence Equipment + Support,BAE SYSTEMS MARINE LTD,LA14 1AF,46944,Equipment support non-project costs,"Ł1,407,159.00"
Ministry of Defence,Ministry of Defence,26/08/2015,Payment of utilities,Navy Command,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,48326,Utilities consumed - electricity,"Ł1,385,760.85"
Ministry of Defence,Ministry of Defence,10/08/2015,Spend on Inventory - General,Defence Equipment + Support,ITURRI SA,OX16 3TA,3200522,Spend on Inventory - General,"Ł1,385,277.82"
Ministry of Defence,Ministry of Defence,13/08/2015,Grants to NDPBs,Air Command,ROYAL AIR FORCE MUSEUM,NW9 5LL,44179,Operating costs grant in aid to the Royal Air Force museum,"Ł1,350,000.00"
Ministry of Defence,Ministry of Defence,17/08/2015,IT and communication services,JFC,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,RG12 1HN,45004,Information technology services,"Ł1,306,469.44"
Ministry of Defence,Ministry of Defence,06/08/2015,Grants to Reserves Forces and Cadets Association,DEFENCE INFRASTRUCTURE ORGANISATION,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,41645,Grants to reserve forces and cadet associations,"Ł1,300,411.58"
Ministry of Defence,Ministry of Defence,17/08/2015,Administration,HO+CS,CABINET OFFICE,FY5 3TA,44860,General administration,"Ł1,265,284.26"
Ministry of Defence,Ministry of Defence,12/08/2015,Design services and minor equipment purchases,Air Command,SERCO LIMITED,RG27 9UY,43691,Equipment support non-project costs,"Ł1,264,936.35"
Ministry of Defence,Ministry of Defence,14/08/2015,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,VEOLIA WATER NEVIS LIMITED,WS11 8JP,44760,Property non dwellings private finance initiative - service concession arrangement service charge,"Ł1,203,146.53"
Ministry of Defence,Ministry of Defence,24/08/2015,Grants to Reserves Forces and Cadets Association,Navy Command,RNRMC ENTERPRISES LTD,PO2 8ER,47669,Grants to welfare organisation,"Ł1,200,000.00"
Ministry of Defence,Ministry of Defence,11/08/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,SODEXO LTD,M50 0AL,43269,Estate + facilities management services - accommodation inventory + service,"Ł1,196,974.21"
Ministry of Defence,Ministry of Defence,25/08/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,SODEXO LTD,M50 0AL,48110,Estate + facilities management services - accommodation inventory + service,"Ł1,179,734.67"
Ministry of Defence,Ministry of Defence,19/08/2015,Food and clothing,DEFENCE INFRASTRUCTURE ORGANISATION,SODEXO LTD,M50 0AL,46445,Cost of food services,"Ł1,153,167.63"
Ministry of Defence,Ministry of Defence,10/08/2015,Design services and minor equipment purchases,DES Bespoke Trading Entity,MCKINSEY & COMPANY INC  UNITED KINGDOM,SW1Y 4UH,42802,Equipment support project costs,"Ł1,139,119.20"
Ministry of Defence,Ministry of Defence,17/08/2015,"Transportation of personnel, freight and travel expenses",Land Forces,AGILITY LOGISTICS LIMITED,RG1 2LG,44796,Movement of service personnel,"Ł1,125,944.71"
Ministry of Defence,Ministry of Defence,04/08/2015,"Public relations, including marketing and advertising",Navy Command,DENTSU AEGIS LONDON LIMITED,NW1 3BF,40847,Public relations services including items such as sales marketing and advertising,"Ł1,108,683.32"
Ministry of Defence,Ministry of Defence,06/08/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,41645,Fiscal asset under construction - capital in year addition,"Ł1,105,071.00"
Ministry of Defence,Ministry of Defence,10/08/2015,Service and civilian recruitment,Air Command,DENTSU AEGIS LONDON LIMITED,NW1 3BF,42686,Service recruitment excluding recruitment related external assistance,"Ł1,099,483.21"
Ministry of Defence,Ministry of Defence,26/08/2015,Property leases,JFC,MINERVA EDUCATION AND TRAINING  LIMITED,RG10 9JU,48420,Property non dwellings private finance initiative - service concession arrangement service charge,"Ł1,091,373.08"
Ministry of Defence,Ministry of Defence,24/08/2015,Fees for professional services,HO+CS,SERCO LIMITED,RG27 9UY,47701,Fees for professional services excluding legal fees,"Ł1,087,766.67"
Ministry of Defence,Ministry of Defence,13/08/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK DYNCORP LIMITED,PE28 2EA,43808,Works - estate management,"Ł1,074,362.04"
Ministry of Defence,Ministry of Defence,26/08/2015,Design services and minor equipment purchases,Defence Equipment + Support,EATON LIMITED,G2 4NA,48325,Equipment support non-project costs,"Ł1,070,083.15"
Ministry of Defence,Ministry of Defence,17/08/2015,Fees for professional services,DES Bespoke Trading Entity,PRICEWATERHOUSECOOPERS LLP,E14 9SQ,45191,Costs of administration services/manpower support provided by Defence Science and Technology laboratory excluding research and development,"Ł1,067,175.60"
Ministry of Defence,Ministry of Defence,14/08/2015,Purchase of buildings and military equipment ,Defence Equipment + Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,44329,Single use military equipment asset under construction - capital in year addition,"Ł1,034,988.00"
Ministry of Defence,Ministry of Defence,26/08/2015,Design services and minor equipment purchases,Defence Equipment + Support,BRIGGS EQUIPMENT UK LIMITED,OX14 1RG,48255,Equipment support non-project costs,"Ł1,011,963.16"
Ministry of Defence,Ministry of Defence,12/08/2015,Grants to NDPBs,Land Forces,ROYAL HOSPITAL,SW3 4SR,43677,Operating costs grant in aid to the Royal Hospital Chelsea,"Ł1,003,698.00"
Ministry of Defence,Ministry of Defence,27/08/2015,"Adminstration, claims, compensation and awards",HO+CS,IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY & MEDICINE,SW7 2AZ,48882,Cost of claims/compensation and related expenses against MOD,"Ł1,000,000.00"
Ministry of Defence,Ministry of Defence,28/08/2015,"Adminstration, claims, compensation and awards",HO+CS,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL N H S TRUST,HA7 4LP,49672,Cost of claims/compensation and related expenses against MOD,"Ł1,000,000.00"
Ministry of Defence,Ministry of Defence,20/08/2015,Food and clothing,Defence Equipment + Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,46796,Cost of food purchases,"Ł991,240.39"
Ministry of Defence,Ministry of Defence,03/08/2015,Design services and minor equipment purchases,Defence Equipment + Support,BRIGGS EQUIPMENT UK LIMITED,OX14 1RG,40271,Equipment support non-project costs,"Ł987,421.99"
Ministry of Defence,Ministry of Defence,28/08/2015,Purchase of buildings and military equipment ,Defence Equipment + Support,BRAMBLE HUB LIMITED,SE1 7SP,49337,Fiscal asset under construction - capital in year addition,"Ł925,519.80"
Ministry of Defence,Ministry of Defence,13/08/2015,Fees for professional services,DES Bespoke Trading Entity,BECHTEL MANAGEMENT COMPANY LIMITED,EC4 6RN,43825,Costs of administration services/manpower support provided by Defence Science and Technology laboratory excluding research and development,"Ł923,733.64"
Ministry of Defence,Ministry of Defence,10/08/2015,Design services and minor equipment purchases,Defence Equipment + Support,BABCOCK AEROSPACE LIMITED,BH23 6BS,42599,Equipment support non-project costs,"Ł920,622.81"
Ministry of Defence,Ministry of Defence,27/08/2015,Research and development,Defence Equipment + Support,IAN EDGAR(LIVERPOOL)LIMITED,SK11 0LR,48880,Research and development excluding defence science and technology laboratory,"Ł912,834.00"
Ministry of Defence,Defence Science and Technology Laboratory,07/08/2015,IS Support Service,Infrastructure,SOPRA STERIA LIMITED,,V - 9000166504 - 00209885,IS Support Service,"Ł910,352.80"
Ministry of Defence,Ministry of Defence,14/08/2015,Fees for professional services,DES Bespoke Trading Entity,MCKINSEY & COMPANY INC  UNITED KINGDOM,SW1Y 4UH,44565,The provision of advice and guidance related to management of ongoing programmes and projects,"Ł909,914.09"
Ministry of Defence,Ministry of Defence,24/08/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,B70 1DA,47390,Estate core services charge,"Ł900,033.24"
Ministry of Defence,Ministry of Defence,11/08/2015,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,CAPITA BUSINESS SERVICES LTD,SW1H 0XA,43034,Fees for professional services excluding legal fees,"Ł895,826.00"
Ministry of Defence,Ministry of Defence,18/08/2015,IT and communication services,JFC,ATOS IT SERVICES UK LIMITED,WV10 6UH,45353,Information technology services,"Ł890,377.00"
Ministry of Defence,Ministry of Defence,11/08/2015,Grants to NDPBs,Navy Command,SEA CADET CORPS,SE1 7JF,43260,Operating costs grant in aid to the royal navy marine society and sea cadets.,"Ł890,262.00"
Ministry of Defence,Ministry of Defence,13/08/2015,Purchase of buildings and military equipment ,Air Command,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,43888,Fiscal asset under construction - capital in year addition,"Ł875,000.00"
Ministry of Defence,Ministry of Defence,18/08/2015,Food and clothing,DEFENCE INFRASTRUCTURE ORGANISATION,ELIOR UK PLC,SK11 6ET,45443,Cost of food services,"Ł868,486.22"
Ministry of Defence,Ministry of Defence,19/08/2015,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,NEW NIEDERRHEIN ENERGIE UND WASSER GMBH,,6000004729,Utilities consumed - electricity,"Ł859,240.05"
Ministry of Defence,Ministry of Defence,19/08/2015,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,CAPITA BUSINESS SERVICES LTD,SW1H 0XA,46174,Fees for professional services excluding legal fees,"Ł842,628.00"
Ministry of Defence,Ministry of Defence,21/08/2015,Purchase of buildings and military equipment ,Defence Equipment + Support,HOLYHEAD MARINE SERVICES LIMITED,LL65 1YB,47015,Fiscal asset under construction - capital in year addition,"Ł835,300.80"
Ministry of Defence,Ministry of Defence,24/08/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY LIMITED,WV1 4HY,47245,Works services - excluding United States forces/NATO + married quarters,"Ł824,886.87"
Ministry of Defence,Ministry of Defence,27/08/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,LOVELL PARTNERSHIPS LIMITED,ST16 3AS,48918,Fiscal asset under construction - capital in year addition,"Ł820,622.00"
Ministry of Defence,Ministry of Defence,27/08/2015,Design services and minor equipment purchases,Defence Equipment + Support,CGI IT UK LIMITED,KT22 7LP,48741,Equipment support project costs,"Ł814,074.21"
Ministry of Defence,Ministry of Defence,21/08/2015,Design services and minor equipment purchases,Defence Equipment + Support,ULTRA ELECTRONICS LIMITED,UB6 8UA,47117,Equipment support non-project costs,"Ł811,658.80"
Ministry of Defence,Ministry of Defence,05/08/2015,IT and communication services,JFC,ATOS IT SERVICES UK LIMITED,WV10 6UH,41126,Information technology services,"Ł809,987.50"
Ministry of Defence,Ministry of Defence,27/08/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,B70 1DA,48884,Estate core services charge,"Ł796,899.22"
Ministry of Defence,Ministry of Defence,21/08/2015,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,TRICOMM HOUSING LIMITED,EH3 7HL,47112,Property dwellings private finance initiative - service concession arrangement service charge,"Ł774,993.53"
Ministry of Defence,Ministry of Defence,11/08/2015,"Transportation of personnel, freight and travel expenses",Land Forces,AGILITY LOGISTICS LIMITED,RG1 2LG,42973,Movement of service personnel,"Ł770,271.20"
Ministry of Defence,Ministry of Defence,19/08/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,SERCO LIMITED,RG27 9UY,46438,Estate + facilities management services - accommodation inventory + service,"Ł759,226.88"
Ministry of Defence,Ministry of Defence,20/08/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK AEROSPACE LIMITED,BH23 6BS,46536,Estate + facilities management services - accommodation inventory + service,"Ł753,704.72"
Ministry of Defence,Ministry of Defence,11/08/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,DEBUT SERVICES (SOUTH WEST)LIMITED,BA1 5AB,43069,Estate core services charge,"Ł747,972.44"
Ministry of Defence,Ministry of Defence,04/08/2015,Purchase of inventory and services ,JFC,AAH PHARMACEUTICALS LTD,CV2 2TX,40750,Consumption of medical dental and veterinary inventory,"Ł743,550.31"
Ministry of Defence,Ministry of Defence,28/08/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,WILTSHIRE COUNCIL,BA14 4DS,49790,Rent buildings - non civil estate property and married quarter property,"Ł741,653.66"
Ministry of Defence,Ministry of Defence,14/08/2015,Externally delivered education and training,Land Forces,SERCO LIMITED,RG27 9UY,44672,External military training ,"Ł731,342.92"
Ministry of Defence,Ministry of Defence,07/08/2015,Fees for professional services,DES Bespoke Trading Entity,BECHTEL MANAGEMENT COMPANY LIMITED,EC4 6RN,42149,Costs of administration services/manpower support provided by Defence Science and Technology laboratory excluding research and development,"Ł724,244.77"
Ministry of Defence,Ministry of Defence,03/08/2015,Payment of utilities,Navy Command,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,40392,Utilities consumed - electricity,"Ł712,454.94"
Ministry of Defence,Ministry of Defence,20/08/2015,Inventory Accruals,Defence Equipment + Support,TERBERG DTS (UK) LIMITED,HX5 9DA,46860,Contract Expenditure on Capital Spares that are managed by DE+S Inventory Systems.,"Ł709,407.16"
