Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,25/02/2015,Purchase of buildings and military equipment ,Defence Equipment + Support,ORGANISATION FOR JOINT ARMAMENTS CO-OPERATION EXECUTIVE ADMIN,,5000124566,Equipment support non-project costs,"£3,506,115.69"
Ministry of Defence,Ministry of Defence,16/02/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,DEBUT SERVICES (SOUTH WEST)LIMITED,BA1 5AB,435532,Fiscal asset under construction - capital in year addition,"£3,411,169.09"
Ministry of Defence,Ministry of Defence,23/02/2015,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,SEVERN TRENT SERVICES DEFENCE LIMITED,B37 7YG,438185,Property non dwellings private finance initiative - service concession arrangement service charge,"£3,188,562.53"
Ministry of Defence,Ministry of Defence,10/02/2015,Design services and minor equipment purchases,Defence Equipment + Support,AGUSTAWESTLAND LIMITED,BA20 2YB,433337,Equipment support non-project costs,"£3,154,766.70"
Ministry of Defence,Ministry of Defence,11/02/2015,Rental of plant and machinery,Defence Equipment + Support,ALC (SPC) LIMITED,OX25 2LD,433845,Plant + machinery private finance initiative - service concession arrangements service charge,"£2,941,515.52"
Ministry of Defence,Ministry of Defence,18/02/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY LIMITED,B75 7RL,436280,Estate core services charge,"£2,895,852.00"
Ministry of Defence,Ministry of Defence,16/02/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLION CONSTRUCTION LIMITED,WV1 4HY,435497,Fiscal asset under construction - capital in year addition,"£2,791,289.02"
Ministry of Defence,Ministry of Defence,05/02/2015,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,SEVERN TRENT SERVICES DEFENCE LIMITED,B37 7YG,432087,Property non dwellings private finance initiative - service concession arrangement service charge,"£2,790,692.90"
Ministry of Defence,Ministry of Defence,27/02/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,LOVELL PARTNERSHIPS LIMITED,ST16 3AS,440167,Fiscal asset under construction - capital in year addition,"£2,715,077.00"
Ministry of Defence,Ministry of Defence,27/02/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,440045,Fiscal asset under construction - capital in year addition,"£2,657,230.84"
Ministry of Defence,Ministry of Defence,12/02/2015,Externally delivered education and training,Air Command,BABCOCK LAND LIMITED,BH23 6BS,434342,External military training ,"£2,552,228.90"
Ministry of Defence,Ministry of Defence,09/02/2015,Property leases,JFC,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,SN6 8TS,432976,Property non dwellings private finance initiative - service concession arrangement service charge,"£2,527,869.65"
Ministry of Defence,Ministry of Defence,26/02/2015,Purchase of buildings and military equipment ,Defence Equipment + Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,439296,Single use military equipment asset under construction - capital in year addition,"£2,335,542.00"
Ministry of Defence,Ministry of Defence,06/02/2015,Design services and minor equipment purchases,Defence Equipment + Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,432254,Equipment support non-project costs,"£2,283,334.00"
Ministry of Defence,Ministry of Defence,04/02/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY LIMITED,B75 7RL,431221,Works - estate management,"£2,272,404.64"
Ministry of Defence,Ministry of Defence,17/02/2015,Purchase of buildings and military equipment ,Defence Equipment + Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,435949,Fiscal asset under construction - capital in year addition,"£2,178,500.13"
Ministry of Defence,Ministry of Defence,20/02/2015,"Transportation of personnel, freight and travel expenses",Land Forces,ARMY CADET FORCE ASSOCIATION,EC2A 4DW,437273,Equipment support non-project costs,"£2,140,000.00"
Ministry of Defence,Ministry of Defence,16/02/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK DYNCORP LIMITED,PE28 2EA,435445,Fiscal asset under construction - capital in year addition,"£2,114,019.20"
Ministry of Defence,Ministry of Defence,17/02/2015,Rent and rates,Air Command,BABCOCK AEROSPACE LIMITED,BH23 6BS,435887,Rent buildings - non civil estate property and married quarter property,"£2,057,711.04"
Ministry of Defence,Ministry of Defence,03/02/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,ISS MEDICLEAN LIMITED,GU21 5RW,430925,Estate + facilities management services - accommodation inventory + service,"£2,050,300.39"
Ministry of Defence,Ministry of Defence,27/02/2015,Design services and minor equipment purchases,Defence Equipment + Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,439972,Equipment support non-project costs,"£2,020,196.00"
Ministry of Defence,Ministry of Defence,13/02/2015,Purchase of buildings and military equipment ,Land Forces,HOLDFAST TRAINING SERVICES LTD,ME4 4UG,435037,Fiscal asset under construction - capital in year addition,"£2,005,748.76"
Ministry of Defence,Ministry of Defence,27/02/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,ASPIRE DEFENCE LIMITED,SP9 7QD,439957,Fiscal asset under construction - capital in year addition,"£1,984,729.91"
Ministry of Defence,Ministry of Defence,06/02/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,432345,Fiscal asset under construction - capital in year addition,"£1,894,960.69"
Ministry of Defence,Ministry of Defence,02/02/2015,Grants to NDPBs,DEFENCE INFRASTRUCTURE ORGANISATION,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,430284,Grant in aid to the council of reserve forces and cadet associations,"£1,867,758.00"
Ministry of Defence,Ministry of Defence,20/02/2015,Fees for professional services,Defence Equipment + Support,MCKINSEY & COMPANY INC  UNITED KINGDOM,SW1Y 4UH,437518,The provision of advice and guidance related to management of ongoing programmes and projects,"£1,819,828.17"
Ministry of Defence,Ministry of Defence,27/02/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,440045,Works - estate management,"£1,801,945.55"
Ministry of Defence,Ministry of Defence,27/02/2015,Grants to NDPBs,DEFENCE INFRASTRUCTURE ORGANISATION,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,440045,Grant in aid to the council of reserve forces and cadet associations,"£1,801,370.00"
Ministry of Defence,Ministry of Defence,16/02/2015,Externally delivered education and training,Navy Command,BABCOCK FLAGSHIP LIMITED,BS23 6BS,435446,External military training ,"£1,740,971.94"
Ministry of Defence,Ministry of Defence,10/02/2015,Property leases,Land Forces,DEFENCE TRAINING SERVICES LIMITED,BA2 3RH,433459,Property non dwellings private finance initiative - service concession arrangement service charge,"£1,732,706.15"
Ministry of Defence,Ministry of Defence,26/02/2015,Design services and minor equipment purchases,Defence Equipment + Support,AGUSTAWESTLAND LIMITED,BA20 2YB,439248,Equipment support non-project costs,"£1,678,100.00"
Ministry of Defence,Ministry of Defence,26/02/2015,Fees for professional services,Land Forces,ARMY CADET FORCE ASSOCIATION,EC2A 4DW,439270,Fees for professional services excluding legal fees,"£1,660,000.00"
Ministry of Defence,Ministry of Defence,09/02/2015,Fees for professional services,HO+CS,SERVICES SOUND & VISION CORPORATION,SL9 8TN,433227,Fees for professional services excluding legal fees,"£1,658,583.00"
Ministry Of Defence,Defence Science and Technology Laboratory,20/02/2015,Facility Management Costs,Infrastructure,SERCO LIMITED,,V - 9000163732 - 00200268,Facility Management Costs,"£1,657,374.98"
Ministry of Defence,Ministry of Defence,13/02/2015,Fees for professional services,JFC,SERCO LIMITED,RG27 9UY,435274,Fees for professional services excluding legal fees,"£1,625,216.68"
Ministry of Defence,Ministry of Defence,23/02/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,437939,Estate + facilities management services - accommodation inventory + service,"£1,619,237.57"
Ministry of Defence,Ministry of Defence,18/02/2015,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,SKANSKA UK PLC,WD3 9SW,436602,Fees for professional services excluding legal fees,"£1,612,253.00"
Ministry of Defence,Ministry of Defence,09/02/2015,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,VEOLIA WATER NEVIS LIMITED,WS11 8JP,433309,Property non dwellings private finance initiative - service concession arrangement service charge,"£1,529,743.07"
Ministry of Defence,Ministry of Defence,23/02/2015,Fees for professional services,HO+CS,SERCO LIMITED,RG27 9UY,438182,Fees for professional services excluding legal fees,"£1,513,375.00"
Ministry of Defence,Ministry of Defence,17/02/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLION CONSTRUCTION LIMITED,WV1 4HY,435923,Fiscal asset under construction - capital in year addition,"£1,502,485.88"
Ministry of Defence,Ministry of Defence,06/02/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,BS32 4NH,5000123947,Works - estate management,"£1,499,616.10"
Ministry of Defence,Ministry of Defence,06/02/2015,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,FALCON SUPPORT SERVICES LIMITED,RG10 9JU,432455,Property dwellings private finance initiative - service concession arrangement service charge,"£1,493,403.67"
Ministry of Defence,Ministry of Defence,06/02/2015,Grants to Reserves Forces and Cadets Association,DEFENCE INFRASTRUCTURE ORGANISATION,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,432345,Grants to reserve forces and cadet associations,"£1,429,724.25"
Ministry of Defence,Ministry of Defence,23/02/2015,Spend on Inventory - General,Defence Equipment + Support,SELEX ES LTD,BS16 1EJ,438181,Spend on Inventory - General,"£1,428,430.58"
Ministry Of Defence,Defence Science and Technology Laboratory,06/02/2015,IT Hardware,Infrastructure,SOPRA STERIA LIMITED,,V - 9000163483 - 00199506,IT Hardware,"£1,426,526.48"
Ministry of Defence,Ministry of Defence,20/02/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLION CONSTRUCTION LIMITED,WV1 4HY,437344,Fiscal asset under construction - capital in year addition,"£1,415,998.29"
Ministry of Defence,Ministry of Defence,13/02/2015,Spend on Inventory - General,Defence Equipment + Support,RHEINMETALL SOLDIER ELECTRONICS GMBH,,3000011563,Spend on Inventory - General,"£1,413,584.50"
Ministry of Defence,Ministry of Defence,12/02/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,DEBUT SERVICES LIMITED,B75 7RL,434439,Fiscal asset under construction - capital in year addition,"£1,393,672.00"
Ministry of Defence,Ministry of Defence,05/02/2015,Fees for professional services,Defence Equipment + Support,MCKINSEY & COMPANY INC  UNITED KINGDOM,SW1Y 4UH,431857,The provision of advice and guidance related to management of ongoing programmes and projects,"£1,364,871.13"
Ministry of Defence,Ministry of Defence,04/02/2015,Design services and minor equipment purchases,Defence Equipment + Support,KPMG LLP,WD17 1DE,431329,Equipment support non-project costs,"£1,342,852.60"
Ministry of Defence,Ministry of Defence,09/02/2015,Design services and minor equipment purchases,Defence Equipment + Support,BAE SYSTEMS MARINE LTD,LA14 1AF,432901,Equipment support non-project costs,"£1,299,285.00"
Ministry of Defence,Ministry of Defence,13/02/2015,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLION CONSTRUCTION LIMITED,WV1 4HY,434899,Fees for professional services excluding legal fees,"£1,298,847.60"
Ministry Of Defence,Ministry Of Defence,17/02/2015,Government Procurement Card,Ministry Of Defence,BARCLAYS BANK PLC,,EMP11451,Monthly GPC Payment,"£1,285,131.04"
Ministry of Defence,Ministry of Defence,04/02/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,B70 1DA,431314,Fiscal asset under construction - capital in year addition,"£1,274,308.65"
Ministry of Defence,Ministry of Defence,16/02/2015,Design services and minor equipment purchases,Air Command,SERCO LIMITED,RG27 9UY,435779,Equipment support non-project costs,"£1,259,468.45"
Ministry Of Defence,Ministry Of Defence,22/02/2015,Office Maintenance & Repair,HO&CS,BAE Systems Saudi Arabia Ltd.,,CO003,Office Maintenance & Repair,"£1,243,068.67"
Ministry of Defence,Ministry of Defence,19/02/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY LIMITED,WV1 4HY,436783,Estate core services charge,"£1,235,998.00"
Ministry of Defence,Ministry of Defence,26/02/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY (HOUSING PRIME) LIMITED,WV1 4HY,439354,Fiscal asset under construction - capital in year addition,"£1,195,281.14"
Ministry of Defence,Ministry of Defence,09/02/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY (HOUSING PRIME) LIMITED,WV1 4HY,432933,Estate core services charge,"£1,190,652.61"
Ministry of Defence,Ministry of Defence,20/02/2015,Purchase of general transport equipment,Navy Command,THE BERTHON BOAT COMPANY LTD,SO41 3YL,437750,Not applicable - should never make a payment against this so any would need to be raised as part of redaction process,"£1,110,000.00"
Ministry of Defence,Ministry of Defence,20/02/2015,Purchase of general transport equipment,Navy Command,THE BERTHON BOAT COMPANY LTD,SO41 3YL,437750,Transport other asset - in year capital addition,"£1,110,000.00"
Ministry of Defence,Ministry of Defence,24/02/2015,Design services and minor equipment purchases,Defence Equipment + Support,BRIGGS EQUIPMENT UK LIMITED,OX14 1RG,438303,Equipment support non-project costs,"£1,096,674.65"
Ministry of Defence,Ministry of Defence,26/02/2015,Property leases,JFC,MINERVA EDUCATION AND TRAINING  LIMITED,RG10 9JU,439659,Property non dwellings private finance initiative - service concession arrangement service charge,"£1,093,788.93"
Ministry of Defence,Ministry of Defence,02/02/2015,Design services and minor equipment purchases,HO+CS,CROWN COMMERCIAL SERVICE,L3 9PP,430288,Equipment support project costs,"£1,075,000.00"
Ministry of Defence,Ministry of Defence,12/02/2015,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLION CONSTRUCTION LIMITED,WV1 4HY,434398,Fees for professional services excluding legal fees,"£1,029,961.20"
Ministry of Defence,Ministry of Defence,12/02/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY (HOUSING PRIME) LIMITED,WV1 4HY,434399,Fiscal asset under construction - capital in year addition,"£1,022,652.61"
Ministry of Defence,Ministry of Defence,02/02/2015,"Adminstration, claims, compensation and awards",HO+CS,THE ROYAL BRITISH LEGION,SW1 1AA,430687,Cost of claims/compensation and related expenses against MOD,"£1,000,000.00"
Ministry of Defence,Ministry of Defence,13/02/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK DYNCORP LIMITED,PE28 2EA,434839,Works - estate management,"£986,588.17"
Ministry of Defence,Ministry of Defence,06/02/2015,Fees for professional services,Land Forces,ROYAL HOSPITAL,SW3 4SR,432721,Fees for professional services excluding legal fees,"£972,250.00"
Ministry of Defence,Ministry of Defence,11/02/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,SERCO LIMITED,RG27 9UY,434211,Estate + facilities management services - accommodation inventory + service,"£970,990.03"
Ministry of Defence,Ministry of Defence,19/02/2015,#N/A,Defence Equipment + Support,MCKINSEY & COMPANY INC  UNITED KINGDOM,SW1Y 4UH,437000,The provision of independent advice and guidance related to developing procurement strategies,"£949,494.00"
Ministry of Defence,Ministry of Defence,04/02/2015,Purchase of plant and machinery,Defence Equipment + Support,RUBB BUILDINGS LTD,NE11 0QE,431452,Plant and machinery Asset - in year capital addition,"£948,348.34"
Ministry of Defence,Ministry of Defence,26/02/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,BS32 4NH,5000124599,Works - estate management,"£944,350.44"
Ministry of Defence,Ministry of Defence,04/02/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY LIMITED,B75 7RL,431221,Fiscal asset under construction - capital in year addition,"£943,471.19"
Ministry of Defence,Ministry of Defence,13/02/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK DYNCORP LIMITED,PE28 2EA,434839,Estate core services charge,"£940,764.70"
Ministry Of Defence,Defence Science and Technology Laboratory,06/02/2015,IS Support Service,Infrastructure,SOPRA STERIA LIMITED,,V - 9000163483 - 00199436,IS Support Service,"£898,427.98"
Ministry of Defence,Ministry of Defence,04/02/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,BS32 4NH,5000123835,Works - estate management,"£892,323.59"
Ministry Of Defence,Defence Science and Technology Laboratory,20/02/2015,Facility Management Costs,Infrastructure,DEFENCE INFRASTRUCTURE ORGANISATION,,V - 9000163738 - 00200364,Facility Management Costs,"£886,041.50"
Ministry of Defence,Ministry of Defence,25/02/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,SODEXO LTD,M50 0AL,439124,Estate + facilities management services - accommodation inventory + service,"£884,788.50"
Ministry Of Defence,Defence Science and Technology Laboratory,06/02/2015,Sub Contracted Research,Programme Delivery Directorate,MBDA UK LIMITED,,V - 9000163454 - 00197950,Sub Contracted Research,"£876,721.00"
Ministry of Defence,Ministry of Defence,20/02/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,TRAX KENYA LTD,,3000011599,Fiscal asset under construction - capital in year addition,"£875,428.95"
Ministry of Defence,Ministry of Defence,02/02/2015,Purchase of buildings and military equipment ,Defence Equipment + Support,HOLYHEAD MARINE SERVICES LIMITED,LL65 1YB,430395,Fiscal asset under construction - capital in year addition,"£875,000.00"
Ministry of Defence,Ministry of Defence,23/02/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLION CONSTRUCTION LIMITED,WV1 4HY,437916,Fiscal asset under construction - capital in year addition,"£873,640.00"
Ministry of Defence,Ministry of Defence,13/02/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,B70 1DA,435056,Works - estate management,"£873,489.26"
Ministry of Defence,Ministry of Defence,11/02/2015,Design services and minor equipment purchases,Defence Equipment + Support,CATERPILLAR SHREWSBURY LIMITED,SY1 3NX,433912,Equipment support non-project costs,"£866,814.39"
Ministry of Defence,Ministry of Defence,16/02/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,BS32 4NH,5000124211,Works - estate management,"£859,813.26"
Ministry Of Defence,Ministry Of Defence,22/02/2015,Domestic Rental,HO&CS,BAE Systems Saudi Arabia Ltd.,,CO001,Domestic Rental,"£851,468.50"
Ministry of Defence,Ministry of Defence,23/02/2015,Design services and minor equipment purchases,Defence Equipment + Support,MARSHALL LAND SYSTEMS LTD,CB5 8RP,438077,Post design services which are not capitalised,"£843,823.24"
Ministry of Defence,Ministry of Defence,19/02/2015,Spend on Inventory - General,Defence Equipment + Support,ITURRI SA,OX16 3TA,3000011586,Spend on Inventory - General,"£827,530.04"
Ministry of Defence,Ministry of Defence,24/02/2015,Design services and minor equipment purchases,Defence Equipment + Support,CRAGGS ENERGY LIMITED,HX7 5TT,438347,Equipment support project costs,"£801,551.26"
Ministry of Defence,Ministry of Defence,23/02/2015,Design services and minor equipment purchases,Defence Equipment + Support,HMRC SHIPLEY,BD98 8AA,438029,Equipment support non-project costs,"£784,813.60"
Ministry Of Defence,Defence Science and Technology Laboratory,27/02/2015,Repairs & Maintenance,Infrastructure,SERCO LIMITED,,V - 9000163892 - 00201010,Repairs & Maintenance,"£758,848.74"
Ministry of Defence,Ministry of Defence,19/02/2015,Design services and minor equipment purchases,Defence Equipment + Support,BAE SYSTEMS SURFACE SHIPS LIMITED,PO1 9NW,436735,Equipment support non-project costs,"£754,558.97"
Ministry of Defence,Ministry of Defence,09/02/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,B70 1DA,433050,Works - estate management,"£747,835.07"
Ministry of Defence,Ministry of Defence,04/02/2015,Purchase of buildings and military equipment ,Defence Equipment + Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,431191,Single use military equipment asset under construction - capital in year addition,"£747,374.00"
Ministry of Defence,Ministry of Defence,27/02/2015,Research and development,Defence Equipment + Support,BAE SYSTEMS (OPERATIONS) LIMITED,GU14 6YU,439974,Research and development at the pre main gate stage of a project,"£747,000.00"
Ministry of Defence,Ministry of Defence,24/02/2015,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,TRICOMM HOUSING LIMITED,EH3 7HL,438608,Property dwellings private finance initiative - service concession arrangement service charge,"£728,518.14"
Ministry of Defence,Ministry of Defence,27/02/2015,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,TRICOMM HOUSING LIMITED,EH3 7HL,440432,Property dwellings private finance initiative - service concession arrangement service charge,"£728,518.14"
Ministry of Defence,Ministry of Defence,23/02/2015,Fees for professional services,Defence Equipment + Support,PRICEWATERHOUSECOOPERS LLP,E14 9SQ,438154,Costs of administration services/manpower support provided by Defence Science and Technology laboratory excluding research and development,"£725,236.80"
Ministry of Defence,Ministry of Defence,09/02/2015,"Purchase of major spares armaments, medical & general stores",Defence Equipment + Support,BAE SYSTEMS MARINE LTD,LA14 1AF,432901,Capital spares engineering and technical inventory single use military equip capital in year addition,"£709,740.00"
Ministry of Defence,Ministry of Defence,27/02/2015,Design services and minor equipment purchases,JFC,MACTAGGART  SCOTT & COMPANY LTD,EH20 9SP,440170,Equipment support project costs,"£707,164.80"
Ministry of Defence,Ministry of Defence,04/02/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK AEROSPACE LIMITED,BH23 6BS,431181,Estate + facilities management services - accommodation inventory + service,"£702,371.67"
Ministry of Defence,Ministry of Defence,12/02/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK AEROSPACE LIMITED,BH23 6BS,434340,Estate + facilities management services - accommodation inventory + service,"£702,371.67"
Ministry Of Defence,Defence Science and Technology Laboratory,27/02/2015,Repairs & Maintenance,Infrastructure,SERCO LIMITED,,V - 9000163892 - 00200998,Repairs & Maintenance,"£700,745.11"
Ministry of Defence,Ministry of Defence,10/02/2015,Food and clothing,Defence Equipment + Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,433685,Cost of food purchases,"£688,132.67"
Ministry of Defence,Ministry of Defence,11/02/2015,Food and clothing,DEFENCE INFRASTRUCTURE ORGANISATION,ELIOR UK PLC,SK11 6ET,433974,Cost of food services,"£688,046.42"
Ministry of Defence,Ministry of Defence,24/02/2015,Food and clothing,Defence Equipment + Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,438536,Cost of food purchases,"£682,190.39"
Ministry of Defence,Ministry of Defence,25/02/2015,Spend on Inventory - General,Defence Equipment + Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,439075,Spend on Inventory - General,"£677,352.00"
Ministry of Defence,Ministry of Defence,12/02/2015,Design services and minor equipment purchases,Defence Equipment + Support,AGUSTAWESTLAND LIMITED,BA20 2YB,2000024137,Equipment support non-project costs,"£669,536.43"
