Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,20/10/2014,Rental of plant and machinery,Defence Equipment + Support,ALC (SPC) LIMITED,OX25 2LD,392565,Plant + machinery private finance initiative - service concession arrangements service charge,"£2,941,515.52"
Ministry of Defence,Ministry of Defence,30/10/2014,Fees for professional services,HO+CS,CSC COMPUTER SCIENCES LIMITED.,GU11 1PZ,396808,Fees for professional services excluding legal fees,"£2,709,560.80"
Ministry of Defence,Ministry of Defence,24/10/2014,Rental of plant and machinery,Defence Equipment + Support,BOEING DEFENCE U K LTD,BS16 1EJ,394614,Plant + machinery operating lease,"£2,680,026.00"
Ministry of Defence,Ministry of Defence,09/10/2014,Grants to NDPBs,Land Forces,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,389541,Grant in aid to the council of reserve forces and cadet associations,"£2,630,010.50"
Ministry of Defence,Ministry of Defence,15/10/2014,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,391746,Utilities consumed - electricity,"£2,622,968.02"
Ministry of Defence,Ministry of Defence,17/10/2014,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,392143,Utilities consumed - gas,"£2,589,699.83"
Ministry of Defence,Ministry of Defence,28/10/2014,Fuel for military use,Air Command,UNITED STATES GOVERNMENT,,2000023388,Aviation fuel casual uplift consumed,"£2,546,292.94"
Ministry of Defence,Ministry of Defence,06/10/2014,Property leases,JFC,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,SN6 8TS,388063,Property non dwellings private finance initiative - service concession arrangement service charge,"£2,527,869.65"
Ministry of Defence,Ministry of Defence,14/10/2014,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,391182,Utilities consumed - electricity,"£2,510,796.94"
Ministry of Defence,Ministry of Defence,14/10/2014,Design services and minor equipment purchases,Defence Equipment + Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,391079,Equipment support non-project costs,"£2,491,557.60"
Ministry of Defence,Ministry of Defence,17/10/2014,"Transportation of personnel, freight and travel expenses",Land Forces,AGILITY LOGISTICS LIMITED,RG1 2LG,392027,Movement of service personnel,"£2,434,424.75"
Ministry of Defence,Ministry of Defence,20/10/2014,Research and development,Defence Equipment + Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,392738,Research and development excluding defence science and technology laboratory,"£2,417,034.34"
Ministry of Defence,Ministry of Defence,23/10/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY LIMITED,B75 7RL,394296,Works - estate management,"£2,305,005.22"
Ministry of Defence,Ministry of Defence,06/10/2014,Spend on Inventory - General,Defence Equipment + Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,388331,Spend on Inventory - General,"£2,264,184.00"
Ministry of Defence,Ministry of Defence,10/10/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK SUPPORT SERVICES LIMITED,BS3 2HQ,5000119711,Estate core services charge,"£2,220,238.17"
Ministry of Defence,Ministry of Defence,09/10/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY (HOUSING PRIME) LIMITED,WV1 4HY,389512,Estate core services charge,"£2,146,432.30"
Ministry of Defence,Ministry of Defence,20/10/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,392708,Estate + facilities management services - accommodation inventory + service,"£2,117,747.10"
Ministry of Defence,Ministry of Defence,09/10/2014,Property leases,Land Forces,DEFENCE TRAINING SERVICES LIMITED,BA2 3RH,389558,Property non dwellings private finance initiative - service concession arrangement service charge,"£2,112,608.56"
Ministry of Defence,Ministry of Defence,01/10/2014,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,ASPIRE DEFENCE LIMITED,SP9 7QD,386501,Fees for professional services excluding legal fees,"£2,058,318.00"
Ministry of Defence,Ministry of Defence,27/10/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,JOHN GRAHAM CONSTRUCTION LIMITED,BT26 6HX,43110,Fiscal asset under construction - capital in year addition,"£2,034,483.75"
Ministry of Defence,Ministry of Defence,24/10/2014,"Adminstration, claims, compensation and awards",HO+CS,THE SIR OSWALD STOLL FOUNDATION,SW6 1DT,395116,Cost of claims/compensation and related expenses against MOD,"£2,000,000.00"
Ministry of Defence,Ministry of Defence,24/10/2014,Purchase of buildings and military equipment ,Defence Equipment + Support,BAE SYSTEMS MARINE LTD,GU14 6YU,394596,Single use military equipment assets under construction - capitalised consultancy in year addition (payables element),"£1,980,000.00"
Ministry of Defence,Ministry of Defence,08/10/2014,Fees for professional services,HO+CS,SERVICES SOUND & VISION CORPORATION,SL9 8TN,389306,Fees for professional services excluding legal fees,"£1,948,999.00"
Ministry of Defence,Ministry of Defence,07/10/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,ISS MEDICLEAN LIMITED,GU21 5RW,388698,Estate + facilities management services - accommodation inventory + service,"£1,895,974.91"
Ministry of Defence,Ministry of Defence,03/10/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,ASPIRE DEFENCE LIMITED,SP9 7QD,387487,Fiscal private finance initiative asset under construction - capital in year addition,"£1,867,981.10"
Ministry of Defence,Ministry of Defence,09/10/2014,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,389604,Utilities consumed - electricity,"£1,821,985.26"
Ministry of Defence,Ministry of Defence,22/10/2014,Purchase of buildings and military equipment ,Defence Equipment + Support,KELLOGG BROWN & ROOT LIMITED,KT22 7NL,393981,Fiscal asset under construction - capital in year addition,"£1,717,588.80"
Ministry of Defence,Defence Science and Technology Laboratory,17/10/2014,Facility Management Costs,Infrastructure,SERCO LIMITED,,V - 9000161677 - 00193425,Facility Management Costs,"£1,702,959.12"
Ministry of Defence,Ministry of Defence,29/10/2014,Externally delivered education and training,Navy Command,BABCOCK FLAGSHIP LIMITED,BS23 6BS,396209,External military training ,"£1,701,895.42"
Ministry of Defence,Ministry of Defence,13/10/2014,Purchase of buildings and military equipment ,Defence Equipment + Support,IBM UNITED KINGDOM LIMITED,PO6 3AE,390782,Fiscal asset under construction - capital in year addition,"£1,671,478.42"
Ministry of Defence,Ministry of Defence,24/10/2014,Design services and minor equipment purchases,Defence Equipment + Support,BAE SYSTEMS MARINE LTD,GU14 6YU,394596,Equipment support non-project costs,"£1,650,000.00"
Ministry of Defence,Ministry of Defence,07/10/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,LANDMARC SUPPORT SERVICES LIMITED,SP3 4RS,388719,Works - estate management,"£1,625,182.52"
Ministry of Defence,Ministry of Defence,01/10/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK FLAGSHIP LIMITED,BH23 6BS,386508,Estate + facilities management services - accommodation inventory + service,"£1,619,773.59"
Ministry of Defence,Ministry of Defence,14/10/2014,IT and communication services,Land Forces,HORIZONS INCORPORATED,OH 44128,391230,Information technology services,"£1,585,166.56"
Ministry of Defence,Ministry of Defence,06/10/2014,Purchase of buildings and military equipment ,Defence Equipment + Support,HORIZONS INCORPORATED,OH 44128,388140,Fiscal asset under construction - capital in year addition,"£1,584,980.32"
Ministry of Defence,Ministry of Defence,17/10/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,DEBUT SERVICES (SOUTH WEST)LIMITED,BA1 5AB,392154,Fiscal asset under construction - capital in year addition,"£1,580,972.97"
Ministry of Defence,Ministry of Defence,13/10/2014,Fees for professional services,JFC,SERCO LIMITED,RG27 9UY,390933,Fees for professional services excluding legal fees,"£1,576,316.03"
Ministry of Defence,Ministry of Defence,29/10/2014,Grants to NDPBs,DEFENCE INFRASTRUCTURE ORGANISATION,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,396302,Grant in aid to the council of reserve forces and cadet associations,"£1,553,778.00"
Ministry of Defence,Ministry of Defence,07/10/2014,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,FALCON SUPPORT SERVICES LIMITED,RG10 9JU,388644,Property dwellings private finance initiative - service concession arrangement service charge,"£1,518,257.25"
Ministry of Defence,Ministry of Defence,10/10/2014,Service and civilian recruitment,Air Command,GROUPM UK LIMITED,WC1X 8RX,390268,Service recruitment excluding recruitment related external assistance,"£1,480,809.83"
Ministry of Defence,Ministry of Defence,17/10/2014,Purchase of buildings and military equipment ,Defence Equipment + Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,392158,Fiscal asset under construction - capital in year addition,"£1,469,188.19"
Ministry of Defence,Ministry of Defence,08/10/2014,IT and communication services,Defence Equipment + Support,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,RG12 1HN,389103,Information technology services,"£1,438,665.69"
Ministry of Defence,Ministry of Defence,15/10/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLION CONSTRUCTION LIMITED,WV1 4HY,391695,Fiscal asset under construction - capital in year addition,"£1,401,272.19"
Ministry of Defence,Ministry of Defence,17/10/2014,Food and clothing,Defence Equipment + Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,392425,Cost of food purchases,"£1,339,271.61"
Ministry of Defence,Ministry of Defence,13/10/2014,Purchase of buildings and military equipment ,Land Forces,HOLDFAST TRAINING SERVICES LTD,ME4 4UG,390775,Fiscal asset under construction - capital in year addition,"£1,335,601.28"
Ministry of Defence,Ministry of Defence,10/10/2014,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,390227,Utilities consumed - electricity,"£1,320,172.72"
Ministry of Defence,Ministry of Defence,27/10/2014,Food and clothing,Defence Equipment + Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,395661,Cost of food purchases,"£1,297,237.49"
Ministry of Defence,Ministry of Defence,24/10/2014,Fees for professional services,Defence Equipment + Support,ERNST & YOUNG LLP,SE1 2AF,394750,Fees for professional services excluding legal fees,"£1,251,179.18"
Ministry of Defence,Ministry of Defence,22/10/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY (HOUSING PRIME) LIMITED,WV1 4HY,393839,Estate core services charge,"£1,233,771.86"
Ministry of Defence,Ministry of Defence,07/10/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,PRIDE (SERP) LTD,GU11 2ER,388786,Fiscal asset under construction - capital in year addition,"£1,226,192.40"
Ministry of Defence,Ministry of Defence,24/10/2014,Design services and minor equipment purchases,Defence Equipment + Support,UNITED STATES GOVERNMENT,,2000023366,Equipment support project costs,"£1,159,509.20"
Ministry of Defence,Ministry of Defence,08/10/2014,Fees for professional services,Defence Equipment + Support,ERNST & YOUNG LLP,SE1 2AF,389056,Fees for professional services excluding legal fees,"£1,141,355.23"
Ministry of Defence,Ministry of Defence,30/10/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY (HOUSING PRIME) LIMITED,WV1 4HY,396779,Fiscal asset under construction - capital in year addition,"£1,135,910.35"
Ministry of Defence,Ministry of Defence,31/10/2014,Food and clothing,Defence Equipment + Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,397598,Cost of food purchases,"£1,130,174.42"
Ministry of Defence,Ministry of Defence,10/10/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,SODEXO LTD,M50 0AL,390517,Estate + facilities management services - accommodation inventory + service,"£1,115,378.64"
Ministry of Defence,Defence Science and Technology Laboratory,24/10/2014,IS Support Service,Infrastructure,STERIA LIMITED,,V - 9000161769 - 00193920,IS Support Service,"£1,111,958.31"
Ministry of Defence,Ministry of Defence,09/10/2014,Design services and minor equipment purchases,Air Command,SERCO LIMITED,RG27 9UY,389930,Equipment support non-project costs,"£1,105,887.23"
Ministry of Defence,Ministry of Defence,14/10/2014,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,VEOLIA WATER NEVIS LIMITED,WS11 8JP,391589,Property non dwellings private finance initiative - service concession arrangement service charge,"£1,102,639.78"
Ministry of Defence,Ministry of Defence,23/10/2014,Property leases,JFC,MINERVA EDUCATION AND TRAINING  LIMITED,RG10 9JU,394407,Property non dwellings private finance initiative - service concession arrangement service charge,"£1,089,464.12"
Ministry of Defence,Ministry of Defence,17/10/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY LIMITED,B75 7RL,392115,Fiscal asset under construction - capital in year addition,"£1,085,943.37"
Ministry of Defence,Ministry of Defence,29/10/2014,Rental of plant and machinery,Defence Equipment + Support,BRIGGS EQUIPMENT UK LIMITED,OX14 1RG,396244,Plant + machinery private finance initiative - service concession arrangements service charge,"£1,085,352.24"
Ministry of Defence,Ministry of Defence,01/10/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,SODEXO LTD,M50 0AL,386880,Estate + facilities management services - accommodation inventory + service,"£1,082,375.90"
Ministry of Defence,Ministry of Defence,27/10/2014,Design services and minor equipment purchases,Defence Equipment + Support,BAE SYSTEMS MARINE LTD,GU14 6YU,395234,Equipment support non-project costs,"£1,066,724.00"
Ministry of Defence,Ministry of Defence,02/10/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY LIMITED,B75 7RL,387049,Fiscal asset under construction - capital in year addition,"£1,058,363.59"
Ministry of Defence,Ministry of Defence,02/10/2014,IT and communication services,Defence Equipment + Support,ATOS IT SERVICES UK LIMITED,WV10 6UH,386992,Information technology services,"£1,040,424.80"
Ministry of Defence,Ministry of Defence,17/10/2014,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLION CONSTRUCTION LIMITED,WV1 4HY,392113,Fees for professional services excluding legal fees,"£1,016,726.40"
Ministry of Defence,Ministry of Defence,06/10/2014,Purchase of buildings and military equipment ,Defence Equipment + Support,KELLOGG BROWN & ROOT LIMITED,KT22 7NL,388171,Fiscal asset under construction - capital in year addition,"£1,005,994.80"
Ministry of Defence,Ministry of Defence,23/10/2014,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,CAPITA BUSINESS SERVICES LTD,SW1H 0XA,394289,Fees for professional services excluding legal fees,"£1,004,620.00"
Ministry of Defence,Ministry of Defence,02/10/2014,Design services and minor equipment purchases,Defence Equipment + Support,KPMG LLP,WD17 1DE,387197,Equipment support non-project costs,"£1,000,049.00"
Ministry of Defence,Ministry of Defence,08/10/2014,Administration,Land Forces,NATIONAL ARMY MUSEUM,SW3 4HT,389214,General administration,"£1,000,000.00"
Ministry of Defence,Ministry of Defence,13/10/2014,Grants to Reserves Forces and Cadets Association,Navy Command,THE ROYAL MARINES CHARITABLE TRUST FUND,PO2 8ER,390985,Grants to welfare organisation,"£1,000,000.00"
Ministry of Defence,Ministry of Defence,24/10/2014,Grants to Reserves Forces and Cadets Association,Land Forces,THE ARMY CADET FORCE ASSOCIATION,EC2A 4DW,395096,Grants to reserve forces and cadet associations,"£1,000,000.00"
Ministry of Defence,Ministry of Defence,01/10/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY LIMITED,B75 7RL,386555,Fiscal asset under construction - capital in year addition,"£998,926.66"
Ministry of Defence,Ministry of Defence,22/10/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,FES LTD,FK7 8HW,393924,Fiscal asset under construction - capital in year addition,"£994,995.12"
Ministry of Defence,Ministry of Defence,08/10/2014,Grants to NDPBs,Land Forces,ROYAL HOSPITAL,SW3 4SR,389290,Operating costs grant in aid to the Royal Hospital Chelsea,"£972,250.00"
Ministry of Defence,Ministry of Defence,28/10/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,BS32 4NH,5000120289,Works - estate management,"£970,927.35"
Ministry of Defence,Ministry of Defence,14/10/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY (HOUSING PRIME) LIMITED,WV1 4HY,391114,Fiscal asset under construction - capital in year addition,"£956,857.49"
Ministry of Defence,Ministry of Defence,27/10/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,395804,Works - estate management,"£953,991.24"
Ministry of Defence,Ministry of Defence,03/10/2014,Purchase of buildings - Non Dwellings,DEFENCE INFRASTRUCTURE ORGANISATION,RMPA SERVICES PLC,CO2 7ST,387789,Property building non dwelling private finance initiative asset - in year capital addition,"£918,485.02"
Ministry of Defence,Ministry of Defence,30/10/2014,IT and communication services,Defence Equipment + Support,FUJITSU SERVICES LIMITED,WA3 6GD,396879,Computer equipment costing below the capitalisation threshold,"£889,189.58"
Ministry of Defence,Ministry of Defence,24/10/2014,Inventory Accruals,Defence Equipment + Support,BAE SYSTEMS INTEGRATED SYSTEM TECHNOLOGIES LIMITED,PO31 8PF,394595,Contract Expenditure on Capital Spares that are managed by DE+S Inventory Systems.,"£883,200.00"
Ministry of Defence,Defence Science and Technology Laboratory,31/10/2014,Sub Contracted Research,Programme Delivery Directorate,MBDA UK LIMITED,,V - 9000161855 - 00192969,Sub Contracted Research,"£876,721.00"
Ministry of Defence,Defence Science and Technology Laboratory,31/10/2014,Sub Contracted Research,Programme Delivery Directorate,SYSTEMS ENGINEERING & ASSESSMENT LIMITED,,V - 9000161861 - 00192716,Sub Contracted Research,"£875,000.00"
Ministry of Defence,Ministry of Defence,15/10/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,BS32 4NH,391785,Works - estate management,"£873,489.26"
Ministry of Defence,Ministry of Defence,20/10/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,BS32 4NH,392892,Works - estate management,"£873,489.26"
Ministry of Defence,Ministry of Defence,06/10/2014,General services and support,Defence Equipment + Support,HORIZONS INCORPORATED,OH 44128,388140,Purchase of defence support equipment below capitalisation threshold of £25k.,"£860,950.00"
Ministry of Defence,Ministry of Defence,13/10/2014,Design services and minor equipment purchases,Defence Equipment + Support,BABCOCK AEROSPACE LIMITED,BH23 6BS,390626,Equipment support non-project costs,"£856,957.75"
Ministry of Defence,Ministry of Defence,10/10/2014,Design services and minor equipment purchases,Defence Equipment + Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,390200,Equipment support project costs,"£847,068.61"
Ministry of Defence,Ministry of Defence,30/10/2014,Spend on Inventory - General,Defence Equipment + Support,NATO SUPPORT AGENCY (NSPA),,5000120356,Spend on Inventory - General,"£819,649.59"
Ministry of Defence,Ministry of Defence,29/10/2014,Design services and minor equipment purchases,Defence Equipment + Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,396217,Equipment support non-project costs,"£815,000.00"
Ministry of Defence,Ministry of Defence,06/10/2014,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,BS32 4NH,5000119571,Works - estate management,"£813,590.12"
Ministry of Defence,Defence Science and Technology Laboratory,10/10/2014,Sub Contracted Work,Programme Delivery Directorate,QINETIQ LIMITED,,V - 9000161571 - 00193143,Sub Contracted Work,"£806,989.06"
Ministry of Defence,Ministry of Defence,06/10/2014,IT and communication services,Defence Equipment + Support,FUJITSU SERVICES LIMITED,WA3 6GD,388113,Computer equipment costing below the capitalisation threshold,"£791,528.40"
Ministry of Defence,Ministry of Defence,21/10/2014,Spend on Inventory - General,Defence Equipment + Support,SEYNTEX NV,CH61 1BE,393671,Spend on Inventory - General,"£783,558.23"
Ministry of Defence,Defence Science and Technology Laboratory,10/10/2014,IT Hardware,Infrastructure,STERIA LIMITED,,V - 9000161554 - 00193058,IT Hardware,"£781,379.75"
Ministry of Defence,Ministry of Defence,16/10/2014,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,ELECTRICITY AUTHORITY OF CYPRUS,CY1399,5000119911,Utilities consumed - electricity,"£772,224.21"
Ministry of Defence,Ministry of Defence,27/10/2014,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,DEBUT SERVICES LIMITED,B75 7RL,395330,Fiscal asset under construction - capital in year addition,"£751,337.69"
