Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,18/05/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,LEND LEASE CONSTRUCTION (EMEA) LIMITED,B91 3TA,12405,Fiscal asset under construction - capital in year addition,"Ł6,433,731.13"
Ministry of Defence,Ministry of Defence,18/05/2015,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,RMPA SERVICES PLC,CO2 7ST,12730,Property dwellings private finance initiative - service concession arrangement service charge,"Ł6,284,089.18"
Ministry of Defence,Ministry of Defence,20/05/2015,Purchase of inventory and services ,Land Forces,HOLDFAST TRAINING SERVICES LTD,ME4 4UG,13843,Estate + facilities management services - accommodation inventory + service,"Ł5,317,095.01"
Ministry of Defence,Ministry of Defence,21/05/2015,Fuel for military use,Land Forces,CAPITA BUSINESS SERVICES LTD,DL1 9HN,14231,Fees for professional services excluding legal fees,"Ł5,217,029.27"
Ministry of Defence,Ministry of Defence,28/05/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY LIMITED,WV1 4HY,16207,Estate core services charge,"Ł5,200,875.43"
Ministry of Defence,Ministry of Defence,20/05/2015,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,13737,Utilities consumed - gas,"Ł5,191,216.57"
Ministry of Defence,Ministry of Defence,27/05/2015,Fuel for military use,DEFENCE INFRASTRUCTURE ORGANISATION,LANDMARC SUPPORT SERVICES LIMITED,SP3 4RS,15843,Estate core services charge,"Ł5,069,138.64"
Ministry of Defence,Ministry of Defence,19/05/2015,Medical treatment & stores and welfare services,HO+CS,THE GURKHA WELFARE TRUST,SP2 2EX,13553,Medical treatment & stores and welfare services,"Ł5,000,000.00"
Ministry of Defence,Ministry of Defence,20/05/2015,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLION CONSTRUCTION LIMITED,WV3 0SR,13712,Fees for professional services excluding legal fees,"Ł4,870,660.40"
Ministry of Defence,Ministry of Defence,22/05/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,DEFENCE SUPPORT (ST ATHAN) LIMITED,WC2B 6AN,14796,Rent buildings - non civil estate property and married quarter property,"Ł4,134,262.27"
Ministry of Defence,Ministry of Defence,13/05/2015,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,SEVERN TRENT SERVICES DEFENCE LIMITED,B37 7YG,10765,Property non dwellings private finance initiative - service concession arrangement service charge,"Ł4,113,997.22"
Ministry of Defence,Ministry of Defence,20/05/2015,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLION CONSTRUCTION LIMITED,WV3 0SR,13712,Fiscal asset under construction - capital in year addition,"Ł3,709,087.51"
Ministry of Defence,Ministry of Defence,27/05/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY LIMITED,WV1 4HY,15718,Estate core services charge,"Ł3,680,770.06"
Ministry of Defence,Ministry of Defence,26/05/2015,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,KELDA WATER SERVICES (ESTATES) LIMITED,S75 3JR,15381,Property non dwellings private finance initiative - service concession arrangement service charge,"Ł3,597,930.93"
Ministry of Defence,Ministry of Defence,13/05/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,KELDA WATER SERVICES (ESTATES) LIMITED,S75 3JR,10668,Property non dwellings private finance initiative - service concession arrangement service charge,"Ł3,477,583.50"
Ministry of Defence,Ministry of Defence,21/05/2015,Fuel for military use,Air Command,BABCOCK LAND LIMITED,BH23 6BS,14188,External military training ,"Ł3,453,200.43"
Ministry of Defence,Ministry of Defence,29/05/2015,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,SEVERN TRENT SERVICES DEFENCE LIMITED,B37 7YG,16993,Property non dwellings private finance initiative - service concession arrangement service charge,"Ł3,440,005.38"
Ministry of Defence,Ministry of Defence,19/05/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,THE MORAY COUNCIL,IV30 1BX,13561,Rent buildings - non civil estate property and married quarter property,"Ł3,215,612.00"
Ministry of Defence,Ministry of Defence,18/05/2015,Spend on Inventory - General,Defence Equipment + Support,ALC (SPC) LIMITED,OX25 2LD,11873,Plant + machinery private finance initiative - service concession arrangements service charge,"Ł2,941,515.52"
Ministry of Defence,Ministry of Defence,10/05/2015,Purchase of inventory and services ,DES Bespoke Trading Entity,MCKINSEY & COMPANY INC  UNITED KINGDOM,SW1Y 4UH,10291,The provision of advice and guidance related to management of ongoing programmes and projects,"Ł2,777,632.42"
Ministry of Defence,Ministry of Defence,18/05/2015,Design services and minor equipment purchases,Defence Equipment + Support,AGUSTAWESTLAND LIMITED,BA20 2YB,11861,Equipment support non-project costs,"Ł2,775,769.33"
Ministry of Defence,Ministry of Defence,13/05/2015,Design services and minor equipment purchases,Defence Equipment + Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,10536,Equipment support non-project costs,"Ł2,748,853.00"
Ministry of Defence,Ministry of Defence,26/05/2015,Purchase of inventory and services ,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK DYNCORP LIMITED,PE28 2EA,15210,Works - estate management,"Ł2,676,072.25"
Ministry of Defence,Ministry of Defence,28/05/2015,Grants to NDPBs,Land Forces,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,16219,Grant in aid to the council of reserve forces and cadet associations,"Ł2,659,231.00"
Ministry of Defence,Ministry of Defence,14/05/2015,Grants to NDPBs,HO+CS,COMMONWEALTH WAR GRAVES COMMISSION,SL6 7DX,10913,Grant in aid commonwealth war graves commission,"Ł2,603,649.00"
Ministry of Defence,Ministry of Defence,20/05/2015,Government Procurement Card,Ministry of Defence,Barclays Bank PLC,TS17 6YG,EMP11547,Monthly GPC,"Ł2,576,265.36"
Ministry of Defence,Ministry of Defence,10/05/2015,Estate management,JFC,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,SN6 8TS,10143,Property non dwellings private finance initiative - service concession arrangement service charge,"Ł2,529,311.28"
Ministry of Defence,Ministry of Defence,18/05/2015,Design services and minor equipment purchases,Defence Equipment + Support,AGUSTAWESTLAND LIMITED,BA20 2YB,11862,Intangible fiscal asset  - in year capital addition,"Ł2,463,998.00"
Ministry of Defence,Ministry of Defence,28/05/2015,Purchase of inventory and services ,DES Bespoke Trading Entity,MCKINSEY & COMPANY INC  UNITED KINGDOM,SW1Y 4UH,16358,The provision of advice and guidance related to management of ongoing programmes and projects,"Ł2,298,730.20"
Ministry of Defence,Ministry of Defence,10/05/2015,Spend on Inventory - General,Defence Equipment + Support,SELEX ES LTD,SS14 3EL,10396,Spend on Inventory - General,"Ł2,191,580.94"
Ministry of Defence,Ministry of Defence,13/05/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK SUPPORT SERVICES LIMITED,BS3 2HQ,6000000031,Estate core services charge,"Ł2,159,354.92"
Ministry of Defence,Ministry of Defence,27/05/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK SUPPORT SERVICES LIMITED,BS3 2HQ,6000001015,Estate core services charge,"Ł2,159,354.92"
Ministry of Defence,Ministry of Defence,26/05/2015,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,15313,Utilities consumed - electricity,"Ł2,083,651.36"
Ministry of Defence,Ministry of Defence,18/05/2015,Externally delivered education and training,Navy Command,BABCOCK FLAGSHIP LIMITED,BS23 6BS,11925,External military training ,"Ł2,029,023.30"
Ministry of Defence,Ministry of Defence,13/05/2015,Research and development,JFC,SOFTWARE BOX LIMITED,YO61 1ET,10775,IT + communications asset - in year capital addition,"Ł2,023,474.15"
Ministry of Defence,Ministry of Defence,26/05/2015,Purchase of inventory and services ,Land Forces,HOLDFAST TRAINING SERVICES LTD,ME4 4UG,15361,Fiscal asset under construction - capital in year addition,"Ł2,010,150.16"
Ministry of Defence,Ministry of Defence,18/05/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY LIMITED,B75 7RL,12049,Fiscal asset under construction - capital in year addition,"Ł1,948,339.20"
Ministry of Defence,Ministry of Defence,18/05/2015,Fees for professional services,DES Bespoke Trading Entity,CH2M HILL INTERNATIONAL NUCLEAR SERVICES LTD,W6 7EF,12067,Costs of administration services/manpower support provided by Defence Science and Technology laboratory excluding research and development,"Ł1,930,837.46"
Ministry of Defence,Ministry of Defence,19/05/2015,Purchase of inventory and services ,DES Bespoke Trading Entity,ERNST & YOUNG LLP,SE1 2AF,13208,Costs of administration services/manpower support provided by Defence Science and Technology laboratory excluding research and development,"Ł1,890,363.60"
Ministry of Defence,Ministry of Defence,10/05/2015,Purchase of inventory and services ,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY LIMITED,WV1 4HY,10110,Estate core services charge,"Ł1,875,129.42"
Ministry of Defence,Ministry of Defence,19/05/2015,Grants to NDPBs,Air Command,ROYAL AIR FORCE MUSEUM,NW9 5LL,13482,Operating costs grant in aid to the Royal Air Force museum,"Ł1,857,525.00"
Ministry of Defence,Ministry of Defence,13/05/2015,Grants to NDPBs,DEFENCE INFRASTRUCTURE ORGANISATION,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,10592,Grant in aid to the council of reserve forces and cadet associations,"Ł1,772,605.00"
Ministry of Defence,Ministry of Defence,22/05/2015,Fuel for military use,HO+CS,SERCO LIMITED,RG27 9UY,15072,Fees for professional services excluding legal fees,"Ł1,762,310.67"
Ministry of Defence,Ministry of Defence,18/05/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,DEBUT SERVICES (SOUTH WEST)LIMITED,BA1 5AB,12133,Fiscal asset under construction - capital in year addition,"Ł1,746,041.95"
Ministry of Defence,Ministry of Defence,10/05/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLION CONSTRUCTION LIMITED,WV3 0SR,10107,Fees for professional services excluding legal fees,"Ł1,742,442.00"
Ministry of Defence,Ministry of Defence,26/05/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,SKANSKA UK PLC,WD3 9SW,15547,Fees for professional services excluding legal fees,"Ł1,737,831.80"
Ministry of Defence,Ministry of Defence,20/05/2015,IT and communication services,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK DYNCORP LIMITED,PE28 2EA,13668,Fiscal asset under construction - capital in year addition,"Ł1,735,930.80"
Ministry of Defence,Ministry of Defence,26/05/2015,Fees for professional services,HO+CS,CSC COMPUTER SCIENCES LIMITED.,GU11 1PZ,15292,Fees for professional services excluding legal fees,"Ł1,718,991.05"
Ministry of Defence,Ministry of Defence,28/05/2015,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,16253,Utilities consumed - electricity,"Ł1,703,962.80"
Ministry of Defence,Ministry of Defence,10/05/2015,Estate management,HO+CS,SERVICES SOUND & VISION CORPORATION,SL9 8TN,10400,Fees for professional services excluding legal fees,"Ł1,703,166.00"
Ministry of Defence,Ministry of Defence,20/05/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,BS32 4NH,6000000736,Works - estate management,"Ł1,655,378.66"
Ministry of Defence,Ministry of Defence,13/05/2015,Fuel for military use,JFC,SERCO LIMITED,RG27 9UY,10764,Fees for professional services excluding legal fees,"Ł1,645,018.89"
Ministry of Defence,Ministry of Defence,29/05/2015,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,16763,Utilities consumed - electricity,"Ł1,641,898.14"
Ministry of Defence,Ministry of Defence,18/05/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,LANDMARC SUPPORT SERVICES LIMITED,SP3 4RS,12399,Fiscal asset under construction - capital in year addition,"Ł1,632,037.03"
Ministry of Defence,Ministry of Defence,18/05/2015,Purchase of inventory and services ,Land Forces,DEFENCE TRAINING SERVICES LIMITED,BA2 3RH,12141,Property non dwellings private finance initiative - service concession arrangement service charge,"Ł1,631,835.91"
Ministry of Defence,Ministry of Defence,13/05/2015,Purchase of inventory and services ,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,BS32 4NH,6000000042,Works - estate management,"Ł1,582,696.76"
Ministry of Defence,Ministry of Defence,27/05/2015,Estate management,Defence Equipment + Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,16008,Cost of food purchases,"Ł1,562,900.40"
Ministry of Defence,Ministry of Defence,21/05/2015,Fuel for military use,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLION CONSTRUCTION LIMITED,WV3 0SR,14238,Fees for professional services excluding legal fees,"Ł1,542,291.60"
Ministry of Defence,Ministry of Defence,19/05/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,HUNTINGDONSHIRE DISTRICT COUNCIL,PE29 3TN,13272,Rent buildings - non civil estate property and married quarter property,"Ł1,531,303.76"
Ministry of Defence,Ministry of Defence,18/05/2015,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,FALCON SUPPORT SERVICES LIMITED,RG10 9JU,12231,Property dwellings private finance initiative - service concession arrangement service charge,"Ł1,509,789.71"
Ministry of Defence,Ministry of Defence,29/05/2015,Medical treatment & stores and welfare services,HO+CS,STOW MARIES GREAT WAR AERODROME LTD,CM0 7US,17023,Medical treatment & stores and welfare services,"Ł1,500,000.00"
Ministry of Defence,Ministry of Defence,29/05/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,16719,Estate + facilities management services - accommodation inventory + service,"Ł1,470,612.58"
Ministry of Defence,Ministry of Defence,10/05/2015,Fees for professional services,DES Bespoke Trading Entity,MCKINSEY & COMPANY INC  UNITED KINGDOM,SW1Y 4UH,10291,The provision of advice and guidance related to management of ongoing programmes and projects,"Ł1,364,871.11"
Ministry of Defence,Ministry of Defence,13/05/2015,Fuel for military use,DEFENCE INFRASTRUCTURE ORGANISATION,JOHN GRAHAM CONSTRUCTION LIMITED,BT26 6HX,10012,Fiscal asset under construction - capital in year addition,"Ł1,347,740.84"
Ministry of Defence,Ministry of Defence,18/05/2015,Research and development,Defence Equipment + Support,NHS BUSINESS SERVICES AUTHORITY,DE55 4QJ,12519,Research and development incurred on projects with defence science and technology laboratory,"Ł1,317,722.70"
Ministry of Defence,Ministry of Defence,22/05/2015,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,14811,Utilities consumed - electricity,"Ł1,273,353.96"
Ministry of Defence,Ministry of Defence,20/05/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLION CONSTRUCTION LIMITED,WV3 0SR,13712,Fees for professional services excluding legal fees,"Ł1,247,180.40"
Ministry of Defence,Ministry of Defence,28/05/2015,Grants to NDPBs,HO+CS,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,16219,New grant in aid and contributions without own account code,"Ł1,232,800.00"
Ministry of Defence,Ministry of Defence,19/05/2015,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,VEOLIA WATER NEVIS LIMITED,WS11 8JP,13604,Property non dwellings private finance initiative - service concession arrangement service charge,"Ł1,228,955.33"
Ministry of Defence,Ministry of Defence,18/05/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,LANDMARC SUPPORT SERVICES LIMITED,SP3 4RS,12399,Works - estate management,"Ł1,197,020.65"
Ministry of Defence,Ministry of Defence,29/05/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,ISS MEDICLEAN LIMITED,GU21 5RW,16835,Estate + facilities management services - accommodation inventory + service,"Ł1,150,808.38"
Ministry of Defence,Ministry of Defence,13/05/2015,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,VEOLIA WATER NEVIS LIMITED,WS11 8JP,10829,Property non dwellings private finance initiative - service concession arrangement service charge,"Ł1,139,692.35"
Ministry of Defence,Ministry of Defence,10/05/2015,Design services and minor equipment purchases,Defence Equipment + Support,CUBIC DEFENSE APPLICATIONS INC.,,10138,Post design services which are not capitalised,"Ł1,111,412.40"
Ministry of Defence,Ministry of Defence,21/05/2015,"Transportation of personnel, freight and travel expenses",JFC,MINERVA EDUCATION AND TRAINING  LIMITED,RG10 9JU,14420,Property non dwellings private finance initiative - service concession arrangement service charge,"Ł1,095,179.34"
Ministry of Defence,Ministry of Defence,18/05/2015,Purchase of inventory and services ,Air Command,SERCO LIMITED,RG27 9UY,12787,Equipment support non-project costs,"Ł1,070,568.51"
Ministry of Defence,Ministry of Defence,20/05/2015,Food and clothing,Defence Equipment + Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,14012,Spend on Inventory - General,"Ł1,046,454.50"
Ministry of Defence,Ministry of Defence,28/05/2015,Fees for professional services,DES Bespoke Trading Entity,BECHTEL MANAGEMENT COMPANY LIMITED,EC4 6RN,16176,Costs of administration services/manpower support provided by Defence Science and Technology laboratory excluding research and development,"Ł1,038,672.73"
Ministry of Defence,Ministry of Defence,19/05/2015,Spend on Inventory - General,Defence Equipment + Support,POWERFIELD LIMITED,CW7 2JZ,13452,Defence equipment CLS/IOS service charge,"Ł1,034,094.99"
Ministry of Defence,Ministry of Defence,10/05/2015,IT and communication services,JFC,ATOS IT SERVICES UK LIMITED,WV10 6UH,10039,Information technology services,"Ł1,005,387.50"
Ministry of Defence,Ministry of Defence,19/05/2015,IT and communication services,JFC,ATOS IT SERVICES UK LIMITED,WV10 6UH,13065,Information technology services,"Ł1,003,496.00"
Ministry of Defence,Ministry of Defence,20/05/2015,Medical treatment & stores and welfare services,HO+CS,THE ROYAL BRITISH LEGION,SE1 1AA,14089,Medical treatment & stores and welfare services,"Ł1,000,000.00"
Ministry of Defence,Ministry of Defence,18/05/2015,Design services and minor equipment purchases,Defence Equipment + Support,BABCOCK AEROSPACE LIMITED,BH23 6BS,11923,Equipment support non-project costs,"Ł978,559.35"
Ministry of Defence,Ministry of Defence,26/05/2015,Spend on Inventory - General,DEFENCE INFRASTRUCTURE ORGANISATION,SKANSKA UK PLC,WD3 9SW,15547,Fees for professional services excluding legal fees,"Ł977,981.00"
Ministry of Defence,Ministry of Defence,29/05/2015,Spend on Inventory - General,Defence Equipment + Support,BRIGGS EQUIPMENT UK LIMITED,OX14 1RG,16651,Equipment support non-project costs,"Ł971,742.86"
Ministry of Defence,Ministry of Defence,13/05/2015,Fuel for military use,Defence Equipment + Support,BAE SYSTEMS MARINE LTD,LA14 1AF,10545,Equipment support non-project costs,"Ł970,259.48"
Ministry of Defence,Ministry of Defence,10/05/2015,Research and development,Defence Equipment + Support,BOEING DEFENCE U K LTD,BS16 1EJ,10075,Equipment support non-project costs,"Ł962,964.75"
Ministry of Defence,Ministry of Defence,10/05/2015,IT and communication services,DEFENCE INFRASTRUCTURE ORGANISATION,CAPITA BUSINESS SERVICES LTD,SW1H 0XA,10098,Fees for professional services excluding legal fees,"Ł959,131.00"
Ministry of Defence,Ministry of Defence,27/05/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,SODEXO LTD,M50 0AL,16046,Estate + facilities management services - accommodation inventory + service,"Ł923,745.87"
Ministry of Defence,Ministry of Defence,18/05/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,B70 1DA,12347,Works - estate management,"Ł900,033.24"
Ministry of Defence,Ministry of Defence,18/05/2015,Grants to NDPBs,Navy Command,SEA CADET CORPS,SE1 7JF,12780,Operating costs grant in aid to the royal navy marine society and sea cadets.,"Ł878,512.00"
Ministry of Defence,Ministry of Defence,18/05/2015,Purchase of buildings and military equipment ,Defence Equipment + Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,11949,Single use military equipment asset under construction - capital in year addition,"Ł867,707.00"
Ministry of Defence,Ministry of Defence,29/05/2015,Spend on Inventory - General,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY (HOUSING PRIME) LIMITED,WV3 0SR,16690,Works - estate management,"Ł849,338.44"
Ministry of Defence,Ministry of Defence,18/05/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,MOTT MACDONALD LTD,CR9 2UL,12475,Fiscal asset under construction - capital in year addition,"Ł849,000.01"
Ministry of Defence,Ministry of Defence,28/05/2015,Research and development,DES Bespoke Trading Entity,BECHTEL MANAGEMENT COMPANY LIMITED,EC4 6RN,16176,Costs of administration services/manpower support provided by Defence Science and Technology laboratory excluding research and development,"Ł843,395.87"
Ministry of Defence,Ministry of Defence,14/05/2015,Spend on Inventory - General,Defence Equipment + Support,NATO SUPPORT AGENCY (NSPA),,6000000174,Spend on Inventory - General,"Ł830,142.70"
Ministry of Defence,Ministry of Defence,20/05/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,DEBUT SERVICES (SOUTH WEST)LIMITED,BA1 5AB,13747,Fiscal asset under construction - capital in year addition,"Ł822,620.27"
Ministry of Defence,Ministry of Defence,21/05/2015,Fuel for military use,Land Forces,BAE SYSTEMS (OPERATIONS) LIMITED,GU14 6YU,14193,Fees for professional services excluding legal fees,"Ł794,582.00"
Ministry of Defence,Ministry of Defence,10/05/2015,Spend on Inventory - General,Defence Equipment + Support,SELEX ES LTD,SS14 3EL,10396,Equipment support non-project costs,"Ł753,228.63"
Ministry of Defence,Ministry of Defence,27/05/2015,"Adminstration, claims, compensation and awards",HO+CS,BLIND VETERANS UK,W1H 4HD,15690,Cost of claims/compensation and related expenses against MOD,"Ł750,000.00"
Ministry of Defence,Ministry of Defence,21/05/2015,Fuel for military use,Land Forces,SAAB AB,,3200060,Equipment support non-project costs,"Ł741,450.00"
Ministry of Defence,Ministry of Defence,29/05/2015,Food and clothing,DEFENCE INFRASTRUCTURE ORGANISATION,ISS MEDICLEAN LIMITED,GU21 5RW,16835,Estate + facilities management services - accommodation inventory + service,"Ł736,242.55"
Ministry of Defence,Ministry of Defence,18/05/2015,Purchase of buildings and military equipment ,Defence Equipment + Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,12149,Fiscal asset under construction - capital in year addition,"Ł734,003.81"
Ministry of Defence,Ministry of Defence,18/05/2015,Spend on Inventory - General,Defence Equipment + Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,11949,Single use military equipment asset under construction - capital in year addition,"Ł726,931.40"
Ministry of Defence,Ministry of Defence,18/05/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,HENRY BROTHERS (MAGHERAFELT)LIMITED,BT45 6HJ,10049,Fiscal asset under construction - capital in year addition,"Ł718,680.50"
Ministry of Defence,Ministry of Defence,29/05/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,SODEXO LTD,M50 0AL,17001,Estate + facilities management services - accommodation inventory + service,"Ł715,096.88"
Ministry of Defence,Ministry of Defence,22/05/2015,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,BRITISH GAS TRADING LIMITED,OX4 2JY,14734,Utilities consumed - electricity,"Ł711,399.97"
Ministry of Defence,Ministry of Defence,19/05/2015,Purchase of inventory and services ,Defence Equipment + Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,13082,Equipment support non-project costs,"Ł709,857.00"
Ministry of Defence,Ministry of Defence,18/05/2015,Purchase of inventory and services ,Land Forces,BABCOCK LAND LIMITED,BH23 9BS,11927,Fees for professional services excluding legal fees,"Ł699,904.14"
Ministry of Defence,Ministry of Defence,18/05/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY LIMITED,B75 7RL,12049,Estate core services charge,"Ł696,664.80"
Ministry of Defence,Ministry of Defence,20/05/2015,Purchase of inventory and services ,DES Bespoke Trading Entity,CUBIC DEFENSE APPLICATIONS INC.,,13743,Defence equipment CLS/IOS service charge,"Ł693,033.60"
Ministry of Defence,Ministry of Defence,21/05/2015,IT and communication services,JFC,CGI IT UK LIMITED,CF31 9AP,14252,Information technology services,"Ł670,012.28"
Ministry of Defence,Ministry of Defence,27/05/2015,Food and clothing,DEFENCE INFRASTRUCTURE ORGANISATION,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,15733,Cost of food services,"Ł667,585.99"
Ministry of Defence,Ministry of Defence,18/05/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,DEBUT SERVICES (SOUTH WEST)LIMITED,BA1 5AB,12133,Estate core services charge,"Ł654,469.78"
Ministry of Defence,Ministry of Defence,13/05/2015,Grants to Reserves Forces and Cadets Association,DEFENCE INFRASTRUCTURE ORGANISATION,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,10592,Grants to reserve forces and cadet associations,"Ł644,050.58"
Ministry of Defence,Ministry of Defence,01/05/2015,General services and support,Defence Equipment + Support,BOEING DEFENCE U K LTD,BS16 1EJ,2000024686,Defence equipment CLS/IOS service charge,"Ł640,001.34"
