Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode ,Supplier Type,Contract Number,Project Code,Expenditure Type
Ministry of Justice,MoJ HQ,28/Jun/2012 ,265000-IT & Telecommunications,NZ406-Strategic Estates Feeder,ATOS IT SERVICES UK LTD,1077847,"£99,916.00",CCN A-S-3476-01 - Support for YJB Transition Project Initiation and Design Stage (One Off Cost),WV10 6UH,,,0000,Admin
Ministry of Justice,MoJ HQ,14/Jun/2012 ,265000-IT & Telecommunications,NZ406-Strategic Estates Feeder,HP ENTERPRISE SERVICES UK LTD,1076908,"£140,152.96",RFS 9010 Purchase of Capital Asset Investment Planning,RG12 1HN,,,0000,Admin
Ministry of Justice,MoJ HQ,11/Jun/2012 ,532000-Tangible GBV - Additions,NZ406-Strategic Estates Feeder,G4S INTEGRATED SERVICES (UK) LTD,1076661,"£198,729.03",Works to Carlisle Magistrates Court To replace purchase order 10000028013,CIS-WR12 7LJ,,,0000,Admin
Ministry of Justice,MoJ HQ,14/Jun/2012 ,222001-Maintenance,NZ406-Strategic Estates Feeder,M J FERGUSON LTD,1076949,"£237,359.90","PPM monthly costs, April and May 2012 only, across the MoJ HQ Estate. MTC monthly costs, April and May 2012 only, across the MoJ HQ Estate.",CIS-CM12 0BT,,,0000,Admin
Ministry of Justice,MoJ HQ,18/Jun/2012 ,221000-Property Rent and Rates,NZ406-Strategic Estates Feeder,DTZ DEBENHAM TIE LEUNG,1077118,"£455,689.25",Rent - Grenadier House,B4 6AJ-VINCENT,,,0000,Admin
Ministry of Justice,MoJ HQ,18/Jun/2012 ,221000-Property Rent and Rates,NZ406-Strategic Estates Feeder,BROOKS PROPERTIES,1077079,"£478,000.00",Rent - Steel House,IRELAND,,,0000,Admin
Ministry of Justice,MoJ HQ,21/Jun/2012 ,221000-Property Rent and Rates,NZ406-Strategic Estates Feeder,YORKE PROPERTY MANAGEMENT LTD,1077665,"£506,000.00",Rent - Chancery Lane,W1K 6WE,,,0000,Admin
Ministry of Justice,MoJ HQ,18/Jun/2012 ,221000-Property Rent and Rates,NZ406-Strategic Estates Feeder,DTZ DEBENHAM TIE LEUNG,1077117,"£1,031,714.11",Rent - Clive House,B4 6AJ-APIA,,,0000,Admin
Ministry of Justice,MoJ HQ,18/Jun/2012 ,221000-Property Rent and Rates,NZ406-Strategic Estates Feeder,LAND SECURITIES PROPERTIES LTD,1077178,"£3,335,031.96",Rent - 102 Petty France,WC2N 5AF-RENT,,,0000,Admin
,,,,,,,,,,,,,
Ministry of Justice,MoJ HQ,18/Jun/2012 ,221000-Property Rent and Rates,NZ406-Strategic Estates Feeder,BROOKS PROPERTIES,1077079,"£95,600.00",,IRELAND,,,0000,Admin
Ministry of Justice,MoJ HQ,21/Jun/2012 ,221000-Property Rent and Rates,NZ406-Strategic Estates Feeder,YORKE PROPERTY MANAGEMENT LTD,1077665,"£101,200.00",,W1K 6WE,,,0000,Admin
Ministry of Justice,MoJ HQ,14/Jun/2012 ,265000-IT & Telecommunications,NZ406-Strategic Estates Feeder,HP ENTERPRISE SERVICES UK LTD,1076908,"£28,030.59",,RG12 1HN,,,0000,Admin
Ministry of Justice,MoJ HQ,11/Jun/2012 ,532000-Tangible GBV - Additions,NZ406-Strategic Estates Feeder,G4S INTEGRATED SERVICES (UK) LTD,1076661,"£39,745.81",,CIS-WR12 7LJ,,,0000,Admin
Ministry of Justice,MoJ HQ,11/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1076755,"£25,337.00",PO200-OMNI Contract -Area Charges W80 RfS,M14 0WN,,,0000,Programme
Ministry of Justice,MoJ HQ,25/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1077752,"£25,474.84",ICT App Maint & Supp (Schedule),CF31 9AP,,,0000,Programme
Ministry of Justice,MoJ HQ,14/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1076908,"£25,595.44",PB607 (CP2.3) WAN Optimisation Rollout,RG12 1HN,,,0000,Programme
Ministry of Justice,MoJ HQ,14/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1076908,"£25,595.44",HP ICT Network Services (VAT Rec) FY12/13 (Schedule),RG12 1HN,,,0000,Programme
Ministry of Justice,MoJ HQ,18/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1077163,"£25,595.44",HP ICT Network Services (VAT Rec) FY12/13 (Schedule),RG12 1HN,,,0000,Programme
Ministry of Justice,MoJ HQ,11/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1076620,"£26,319.58",Atos ICT Other (VAT Rec) FY12/13 (Schedule),WV10 6UH,,,0000,Programme
Ministry of Justice,MoJ HQ,25/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1077677,"£26,319.58",Atos ICT Other (VAT Rec) FY12/13 (Schedule),WV10 6UH,,,0000,Programme
Ministry of Justice,MoJ HQ,28/Jun/2012 ,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1077940,"£26,386.29","LSC IDS CCNF439 Milestone 1 - Approval of IDD & agreement of CCN, LSC IDS CCNF439 Milestone 2 - Completion of LLD & Test Plans, LSC IDS CCNF439 Milestone 3 - Installation at BBP & LSC IDS CCNF439 Milestone 4 - Installation at ACP.						",WA3 9BD,,,0000,Programme
Ministry of Justice,MoJ HQ,25/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1077677,"£26,479.16",CCN A-R-3353-01 - DISC Service Improvement Programme - Call-Off Framework (One Off Cost),WV10 6UH,,,0000,Programme
Ministry of Justice,MoJ HQ,18/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,CAPITA BUSINESS SERVICES LTD,1077092,"£26,577.40",Consultancy services provided by I2N during April 2012 - March 2013  IAPS Helpdesk & Maintenance (I2N Support & Maintenance),DL1 9HN,,,0000,Programme
Ministry of Justice,MoJ HQ,14/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1076908,"£27,505.88",PB629 (CP6.2) EUC Laptop,RG12 1HN,,,0000,Programme
Ministry of Justice,MoJ HQ,21/Jun/2012 ,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1077510,"£27,508.15","CCN L-S-2757-07 - CREST (E001) CCN L-S-2757-07 CREST Re-Platforming T&M Apr-Jun 2012 (441 resource days) - Build Phase - Plans (Dry Run, Rollout, Gap Analysis, Risk mitigation), NLE Build/Deploy, Full CCN L-S-2757-04 response",CF31 9AP,,,E001,Programme
Ministry of Justice,MoJ HQ,18/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1077054,"£27,600.00",CCN A-R-2277-01 - Resources - OA (One Off Costs),WV10 6UH,,,0000,Programme
Ministry of Justice,MoJ HQ,14/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1076908,"£27,664.56",HP ICT Telephony (NON VAT Rec) FY12/13 (Schedule),RG12 1HN,,,0000,Programme
Ministry of Justice,MoJ HQ,07/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1076534,"£27,665.40",FJS Programme & Project Mgmt   Managed Service (Schedule),WA3 9BD,,,0000,Programme
Ministry of Justice,MoJ HQ,14/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1076908,"£27,809.94",HP ICT Telephony (NON VAT Rec) FY12/13 (Schedule),RG12 1HN,,,0000,Programme
Ministry of Justice,MoJ HQ,21/Jun/2012 ,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1077432,"£27,970.52",EIP3ExISS (E136) CCNF409 ExISS Stabilisation,WA3 9BD,,,E136,Programme
Ministry of Justice,MoJ HQ,14/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1076794,"£28,468.10","A-R-01650-01.V01 - 	LSC Variable Charges for Desktops, laptops, RAS :  2011/12					  	 	",WV10 6UH,,,0000,Programme
Ministry of Justice,MoJ HQ,11/Jun/2012 ,212001-Agency staff,PZ501-MoJ ICT Feeder,CAPITA RESOURCING LTD,1076636,"£28,675.20",Services of Transition- Director Service Operations,SL6 1DP,,,0000,Programme
Ministry of Justice,MoJ HQ,25/Jun/2012 ,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,STERIA LTD,1077795,"£28,943.22",NDC Filecluster (RFS 105447) (Schedule),M14 0WN,,,0000,Programme
Ministry of Justice,MoJ HQ,25/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1077677,"£29,217.75",CCN A-R-3353-01 - DISC Service Improvement Programme - Call-Off Framework (One Off Cost),WV10 6UH,,,0000,Programme
Ministry of Justice,MoJ HQ,25/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1077677,"£29,364.14",CCN A-R-3353-01 - DISC Service Improvement Programme - Call-Off Framework (One Off Cost),WV10 6UH,,,0000,Programme
Ministry of Justice,MoJ HQ,25/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1077677,"£29,710.66",CCN A-R-3353-01 - DISC Service Improvement Programme - Call-Off Framework (One Off Cost),WV10 6UH,,,0000,Programme
Ministry of Justice,MoJ HQ,14/Jun/2012 ,212001-Agency staff,PZ501-MoJ ICT Feeder,CAPITA RESOURCING LTD,1076830,"£29,963.40",Services of G-Cloud Programme Chief Architect (RC Programme Director),SL6 1DP,,,0000,Admin
Ministry of Justice,MoJ HQ,21/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1077322,"£30,115.00",CCN1308-01 CCN1308-08 CCN1308-19 - London HQ Accommodation Programme Ongoing,WV10 6UH,,,0000,Programme
Ministry of Justice,MoJ HQ,28/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1078079,"£30,733.44",CJSE - Base Support(Fixed) (Schedule),M14 0WN,,,0000,Programme
Ministry of Justice,MoJ HQ,14/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1076908,"£30,839.96",QBD Malicious damage to IT & telephony,RG12 1HN,,,0000,Programme
Ministry of Justice,MoJ HQ,06/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ACTICA CONSULTING LTD,1076345,"£31,025.00",This PO is for the services of the Architecture Managed Service. For the period April-October 2012.  It relates to non rechargeable costs (Schedule),GU2 7YF,SME,,0000,Admin
Ministry of Justice,MoJ HQ,21/Jun/2012 ,512000-Intangible GBV - Additions,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1077510,"£31,119.49",CCN L-R-3047-03 - Data Retention and Disposal,CF31 9AP,,,E144,Programme
Ministry of Justice,MoJ HQ,25/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1077677,"£31,723.00",ICT Desktops (Schedule),WV10 6UH,,,0000,Programme
Ministry of Justice,MoJ HQ,11/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1076692,"£32,048.58","CCN3086 - Data Cente Server Upgrade					",CF31 9AP,,,0000,Programme
Ministry of Justice,MoJ HQ,14/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1076908,"£33,122.43",HP ICT App Maint & Supp (VAT Rec) FY12/13 (Schedule),RG12 1HN,,,0000,Programme
Ministry of Justice,MoJ HQ,14/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1076908,"£33,122.43",HP ICT App Maint & Supp (VAT Rec) FY12/13 (Schedule),RG12 1HN,,,0000,Programme
Ministry of Justice,MoJ HQ,28/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1077999,"£33,394.00",ICT App Maint & Supp (Schedule),CF31 9AP,,,0000,Programme
Ministry of Justice,MoJ HQ,28/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1077999,"£33,394.00",ICT App Maint & Supp (Schedule),CF31 9AP,,,0000,Programme
Ministry of Justice,MoJ HQ,07/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1076534,"£33,520.50","Single Intranet -  Innovation & Initial Analysis work package, Digital CJS Implementation Analysis Support -  Detailed Analysis work package.",WA3 9BD,,,0000,Admin
Ministry of Justice,MoJ HQ,25/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1077677,"£34,339.57",CCN A-R-3353-01 - DISC Service Improvement Programme - Call-Off Framework (One Off Cost),WV10 6UH,,,0000,Programme
Ministry of Justice,MoJ HQ,14/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1076908,"£34,464.04","HQ188 HP Offer for Parole Board Migration from POISE to Quantum						 							",RG12 1HN,,,0000,Programme
Ministry of Justice,MoJ HQ,11/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1076660,"£34,464.98",FJS Governance   Managed Service (Schedule),WA3 9BD,,,0000,Programme
Ministry of Justice,MoJ HQ,14/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1076908,"£34,519.30",QBD BlackBerry,RG12 1HN,,,0000,Programme
Ministry of Justice,MoJ HQ,14/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1076908,"£34,519.30",HP ICT Telephony (NON VAT Rec) FY12/13 (Schedule),RG12 1HN,,,0000,Programme
Ministry of Justice,MoJ HQ,14/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1076908,"£35,692.60",HP ICT App Maint & Supp (VAT Rec) FY12/13 (Schedule),RG12 1HN,,,0000,Programme
Ministry of Justice,MoJ HQ,14/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1076908,"£35,692.60",HP ICT App Maint & Supp (VAT Rec) FY12/13 (Schedule),RG12 1HN,,,0000,Programme
Ministry of Justice,MoJ HQ,18/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1077136,"£38,202.00","HQ Demand CCNF377 WP3 - Digital CJS Detailed Analysis - Local Areas (ref Mark Brierley) - Draft report 31 July-PK200					",WA3 9BD,,,E073,Admin
Ministry of Justice,MoJ HQ,14/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1076908,"£38,424.81",HP ICT Laptops (VAT Rec) FY12/13 (Schedule),RG12 1HN,,,0000,Programme
Ministry of Justice,MoJ HQ,11/Jun/2012 ,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1076620,"£40,707.00","CCN A-R-02943-10							",WV10 6UH,,,E145,Programme
Ministry of Justice,MoJ HQ,25/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1077752,"£40,747.98",ICT Other (Schedule),CF31 9AP,,,E007,Programme
Ministry of Justice,MoJ HQ,21/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1077322,"£40,936.88","A-R-02943-04 LSC Secure Enclave charges						 							",WV10 6UH,,,0000,Programme
Ministry of Justice,MoJ HQ,18/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,CAPITA BUSINESS SERVICES LTD,1077092,"£42,375.00",Consultancy services provided by I2N during April 2012 - March 2013  IAPS Helpdesk & Maintenance (I2N Support & Maintenance),DL1 9HN,,,0000,Programme
Ministry of Justice,MoJ HQ,28/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,CAPITA BUSINESS SERVICES LTD,1077881,"£42,375.00",Consultancy services provided by I2N during April 2012 - March 2013  IAPS Helpdesk & Maintenance (I2N Support & Maintenance),DL1 9HN,,,0000,Programme
Ministry of Justice,MoJ HQ,07/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1076534,"£42,408.42",FJS Service Desk   Managed Service (Schedule),WA3 9BD,,,0000,Programme
Ministry of Justice,MoJ HQ,21/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1077623,"£44,098.67",Steria ICT Telephony (NON VAT Rec) FY12/13 (Schedule),M14 0WN,,,0000,Programme
Ministry of Justice,MoJ HQ,06/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1076355,"£44,176.55",ICT Telephony (Schedule),WV10 6UH,,,0000,Programme
Ministry of Justice,MoJ HQ,25/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1077677,"£44,176.55",ICT Telephony (Schedule),WV10 6UH,,,0000,Programme
Ministry of Justice,MoJ HQ,14/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1076908,"£48,094.17",HP ICT Other (VAT Rec) FY12/13 (Schedule),RG12 1HN,,,0000,Programme
Ministry of Justice,MoJ HQ,14/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1076908,"£48,094.17",HP ICT Other (VAT Rec) FY12/13 (Schedule),RG12 1HN,,,0000,Programme
Ministry of Justice,MoJ HQ,28/Jun/2012 ,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1077940,"£49,694.64",EIP2NetSec (E134) Fujitsu CCNF391-02 AV Boundary - One off charge,WA3 9BD,,,E134,Programme
Ministry of Justice,MoJ HQ,18/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LIBERATA UK LTD,1077185,"£54,169.27",ICT Printing - Liberata Print Charges,NP10 9XA,,,0000,Programme
Ministry of Justice,MoJ HQ,14/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1076908,"£54,340.07",HP ICT App Maint & Supp (VAT Rec) FY12/13 (Schedule),RG12 1HN,,,0000,Programme
Ministry of Justice,MoJ HQ,14/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1076908,"£54,340.07",HP ICT App Maint & Supp (VAT Rec) FY12/13 (Schedule),RG12 1HN,,,0000,Programme
Ministry of Justice,MoJ HQ,21/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,DETICA LTD,1077409,"£58,635.00",This PO is for the services of the IA Managed Service. For the period April-October 2012.   It relates to non-rechargeable costs (Schedule),GU2 7YP,,,0000,Admin
Ministry of Justice,MoJ HQ,07/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1076534,"£58,836.81",FJS Licensing  Managed Service (Schedule),WA3 9BD,,,0000,Programme
Ministry of Justice,MoJ HQ,28/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1077847,"£63,001.00",CCN2277-01 - NOP Main CCN,WV10 6UH,,,E149,Programme
Ministry of Justice,MoJ HQ,14/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1076908,"£64,165.73",HP ICT Printing (VAT Rec) FY12/13 (Schedule),RG12 1HN,,,0000,Programme
Ministry of Justice,MoJ HQ,14/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1076908,"£64,170.21",QBD Additional Printers,RG12 1HN,,,0000,Programme
Ministry of Justice,MoJ HQ,14/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1076908,"£64,325.00",HP ICT Telephony (NON VAT Rec) FY12/13 (Schedule),RG12 1HN,,,0000,Programme
Ministry of Justice,MoJ HQ,25/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1077677,"£66,789.15",CCN A-R-3353-01 - DISC Service Improvement Programme - Call-Off Framework (One Off Cost),WV10 6UH,,,0000,Programme
Ministry of Justice,MoJ HQ,25/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1077677,"£68,555.60",CCN A-R-3353-01 - DISC Service Improvement Programme - Call-Off Framework (One Off Cost),WV10 6UH,,,0000,Programme
Ministry of Justice,MoJ HQ,21/Jun/2012 ,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1077432,"£70,068.81","CCNF391-03 - EIP2NetSec (E134) CCNF391-03 AV Host - Mst 1 AV Host LLD, Mst 2 AV Host IT1 & 	 Mst 3 AV Host Solution delivery Completion -from 31/03/2012 to 29/05/2012",WA3 9BD,,,E134,Programme
Ministry of Justice,MoJ HQ,18/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LIBERATA UK LTD,1077185,"£72,888.14",ICT Printing - Liberata Print Charges,NP10 9XA,,,0000,Programme
Ministry of Justice,MoJ HQ,21/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1077432,"£72,993.80",CCN No: 368 - YJB core managed service  01/04/12 - 31/07/12,WA3 9BD,,,0000,Programme
Ministry of Justice,MoJ HQ,21/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1077432,"£74,118.02",CCN No: 432 - YJB Connectivity Hosting 01/04/12 - 31/07/13,WA3 9BD,,,0000,Programme
Ministry of Justice,MoJ HQ,18/Jun/2012 ,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,POLAR LAKE UK LTD,1077246,"£75,000.00",PolarLake Support & Maintenance for SUPS 01-06-2012 - 31-05-2013,EC2V 5DE,,,0000,Programme
